instance;form;cap;capw;capr;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;1.75;0.0;0.0;490348.49117533263;490348.4911753333;1.424480636796433e-13;655.175929069519;154838;1 
instances/N100T15/N100T15P1W5DD_SF8.dat;esn;1.75;0.0;0.0;438365.4421031957;441183.18864199345;0.6386794899123541;1800.0146839618683;51660;0 
instances/N200T15/N200T15P1W5DD_SF8.dat;esn;1.75;0.0;0.0;531978.5003610551;545889.7881159878;2.5483692968399794;1800.00594997406;11283;0 
instances/N50T30/N50T30P1W5DD_SF8.dat;esn;1.75;0.0;0.0;710571.0759791858;761947.4004907107;6.742765245794856;1800.123958826065;20706;0 
instances/N100T30/N100T30P1W5DD_SF8.dat;esn;1.75;0.0;0.0;955014.740574331;1.0384099208164699e6;8.031046176501071;1800.0288391113281;14949;0 
instances/N200T30/N200T30P1W5DD_SF8.dat;esn;1.75;0.0;0.0;1.0329633420218433e6;1.1500237491690977e6;10.17895562868433;1800.0534698963165;5884;0 
