instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N50T30/N50T30P1W5SD_SF1.dat;378018.79462899995;383632.05237775214;0.867105436;1;0.2 
instances/N50T30/N50T30P1W5SD_SF2.dat;338163.39155800006;343607.86684806796;0.810929095;1;0.2 
instances/N50T30/N50T30P1W5SD_SF3.dat;363363.0823579999;370382.45641094755;0.803961093;1;0.2 
instances/N50T30/N50T30P1W5SD_SF4.dat;394043.134661;403030.9170202403;0.843206729;1;0.2 
instances/N50T30/N50T30P1W5SD_SF5.dat;386220.4608140001;394989.13734051434;0.804839373;1;0.2 
instances/N50T30/N50T30P1W5SD_DF1.dat;328478.177162;329966.5921919439;0.821694112;1;0.2 
instances/N50T30/N50T30P1W5SD_DF2.dat;349864.39104599995;357903.8752673479;0.827803477;1;0.2 
instances/N50T30/N50T30P1W5SD_DF3.dat;333788.3306440001;340416.2500899862;0.794780271;1;0.2 
instances/N50T30/N50T30P1W5SD_DF4.dat;324340.7427599998;333624.89010303793;0.81334983;1;0.2 
instances/N50T30/N50T30P1W5SD_DF5.dat;332544.49837399996;336459.27739407186;0.825852722;1;0.2 
instances/N50T30/N50T30P1W5DD_SF1.dat;376304.352325;382875.34552489605;0.822861282;1;0.2 
instances/N50T30/N50T30P1W5DD_SF2.dat;345385.03298099997;351202.51098906976;0.82434359;1;0.2 
instances/N50T30/N50T30P1W5DD_SF3.dat;389742.320066;396806.0739090679;0.801507817;1;0.2 
instances/N50T30/N50T30P1W5DD_SF4.dat;347656.981593;355565.9098298925;0.809188436;1;0.2 
instances/N50T30/N50T30P1W5DD_SF5.dat;345480.377976;352158.59313691396;0.791426516;1;0.2 
instances/N50T30/N50T30P1W5DD_DF1.dat;341267.672816;344842.96812094003;0.804220073;1;0.2 
instances/N50T30/N50T30P1W5DD_DF2.dat;347210.58611699997;349942.85198527377;0.800076269;1;0.2 
instances/N50T30/N50T30P1W5DD_DF3.dat;330212.429842;335342.634966294;0.832543972;1;0.2 
instances/N50T30/N50T30P1W5DD_DF4.dat;327428.136245;330844.0336893862;0.803192696;1;0.2 
instances/N50T30/N50T30P1W5DD_DF5.dat;336299.89356;338144.744748564;0.790409177;1;0.2 
instances/N50T30/N50T30P1W10SD_SF1.dat;457637.4017399998;467536.48531187564;0.898291178;1;0.2 
instances/N50T30/N50T30P1W10SD_SF2.dat;418910.9699840001;428381.36589863786;0.853445931;1;0.2 
instances/N50T30/N50T30P1W10SD_SF3.dat;416597.39173;424019.86203688587;0.871426147;1;0.2 
instances/N50T30/N50T30P1W10SD_SF4.dat;441947.42582500004;455577.5784996859;0.849048943;1;0.2 
instances/N50T30/N50T30P1W10SD_SF5.dat;452886.5057319999;464565.5427631033;0.849065715;1;0.2 
instances/N50T30/N50T30P1W10SD_DF1.dat;397713.59979200014;401399.6104549297;0.870376148;1;0.2 
instances/N50T30/N50T30P1W10SD_DF2.dat;432827.9388679999;439132.5133340156;0.840859522;1;0.2 
instances/N50T30/N50T30P1W10SD_DF3.dat;417637.16423700005;423551.31354493636;0.857179457;1;0.2 
instances/N50T30/N50T30P1W10SD_DF4.dat;369162.3567849999;371845.33386577724;0.86263793;1;0.2 
instances/N50T30/N50T30P1W10SD_DF5.dat;383013.9380260001;388168.04540902976;0.832147238;1;0.2 
instances/N50T30/N50T30P1W10DD_SF1.dat;409602.12049599993;416884.00647079555;0.860732818;1;0.2 
instances/N50T30/N50T30P1W10DD_SF2.dat;413432.88494899997;420206.6416047321;0.846602493;1;0.2 
instances/N50T30/N50T30P1W10DD_SF3.dat;423618.66383900004;430703.39731528587;0.883053871;1;0.2 
instances/N50T30/N50T30P1W10DD_SF4.dat;425359.482777;433968.4080570602;0.864857598;1;0.2 
instances/N50T30/N50T30P1W10DD_SF5.dat;403687.45840500004;411810.3617066117;0.875563595;1;0.2 
instances/N50T30/N50T30P1W10DD_DF1.dat;387284.24294;394780.08696105;0.83282786;1;0.2 
instances/N50T30/N50T30P1W10DD_DF2.dat;396062.60932499997;399389.6488939141;0.851965814;1;0.2 
instances/N50T30/N50T30P1W10DD_DF3.dat;403619.374174;407376.89139515796;0.835814464;1;0.2 
instances/N50T30/N50T30P1W10DD_DF4.dat;392124.54501799995;398152.5081788259;0.870960862;1;0.2 
instances/N50T30/N50T30P1W10DD_DF5.dat;395567.07492200006;401393.1444171882;0.861516367;1;0.2 
instances/N50T30/N50T30P1W15SD_SF1.dat;449913.58035500004;457787.53011778556;0.879333006;1;0.2 
instances/N50T30/N50T30P1W15SD_SF2.dat;488013.1013200001;502077.02711934823;0.888322983;1;0.2 
