instance;form;heursol;bestbound;bestsol;gap;time;numnodes;percfixed
instances/N50T15/N50T15P1W5SD_SF1.dat;randdpheurmc;202350.80608200005;194227.32414400007;194227.32414400007;0.0;0.8721799850463867;0;41.65714285714286 
instances/N50T15/N50T15P1W5SD_SF2.dat;randdpheurmc;202392.49401499997;195714.128138;195714.12813800015;7.435291139588113e-14;1.5612168312072754;1;44.59047619047619 
instances/N50T15/N50T15P1W5SD_SF3.dat;randdpheurmc;196386.05155499995;186219.05964399967;186219.05964399996;1.5628813995931612e-13;1.6990330219268799;1;44.05714285714286 
instances/N50T15/N50T15P1W5SD_SF4.dat;randdpheurmc;187890.66982400004;176429.51949200008;176429.51949200008;0.0;1.6099598407745361;1;42.66666666666667 
instances/N50T15/N50T15P1W5SD_SF5.dat;randdpheurmc;190814.078904;182092.23317899992;182092.23317900012;1.1188111081973969e-13;1.6533801555633545;1;53.56190476190476 
instances/N50T15/N50T15P1W5SD_DF1.dat;randdpheurmc;181302.15907500003;174530.745063;174530.745063;0.0;0.6041858196258545;0;55.25714285714286 
instances/N50T15/N50T15P1W5SD_DF2.dat;randdpheurmc;173277.717304;168653.42423199984;168653.4242319999;3.4513180611973146e-14;0.5546960830688477;0;60.62857142857143 
instances/N50T15/N50T15P1W5SD_DF3.dat;randdpheurmc;180812.99597400002;175163.4658149999;175163.4658149999;0.0;0.6250019073486328;0;50.838095238095235 
instances/N50T15/N50T15P1W5SD_DF4.dat;randdpheurmc;199307.09713800004;191596.09278199988;191596.09278199988;0.0;0.735529899597168;0;56.8952380952381 
instances/N50T15/N50T15P1W5SD_DF5.dat;randdpheurmc;187097.80374600002;178671.30116399992;178671.30116400012;1.1402324372739507e-13;0.6196150779724121;0;56.666666666666664 
instances/N50T15/N50T15P1W5DD_SF1.dat;randdpheurmc;186069.08837;175931.13921099994;175931.139211;3.308547945208099e-14;0.6977889537811279;0;59.96190476190476 
instances/N50T15/N50T15P1W5DD_SF2.dat;randdpheurmc;187930.744809;176182.1504059999;176182.15040599997;3.303834172720207e-14;0.8861010074615479;0;51.523809523809526 
instances/N50T15/N50T15P1W5DD_SF3.dat;randdpheurmc;181552.22127799998;171012.95756100002;171012.95756100002;0.0;0.7579710483551025;0;59.02857142857143 
instances/N50T15/N50T15P1W5DD_SF4.dat;randdpheurmc;184539.003175;178146.06225099997;178146.062251;1.633706077416838e-14;0.885796070098877;0;56.81904761904762 
instances/N50T15/N50T15P1W5DD_SF5.dat;randdpheurmc;188581.323217;181638.76407900002;181638.76407900002;0.0;0.9854669570922852;0;52.55238095238095 
instances/N50T15/N50T15P1W5DD_DF1.dat;randdpheurmc;174177.521999;167883.75667999996;167883.75667999996;0.0;0.5799539089202881;0;61.39047619047619 
instances/N50T15/N50T15P1W5DD_DF2.dat;randdpheurmc;191446.49744399998;183951.299603;183951.299603;0.0;0.6105139255523682;0;61.96190476190476 
instances/N50T15/N50T15P1W5DD_DF3.dat;randdpheurmc;192935.975557;188555.62008300005;188555.62008300005;0.0;0.5813229084014893;0;63.44761904761905 
instances/N50T15/N50T15P1W5DD_DF4.dat;randdpheurmc;178647.318445;174496.36479600007;174496.36479600007;0.0;0.6374258995056152;0;61.29523809523809 
instances/N50T15/N50T15P1W5DD_DF5.dat;randdpheurmc;185257.70342099998;179017.80182299984;179017.80182299996;6.503002530554921e-14;0.5662200450897217;0;62.26666666666667 
instances/N50T15/N50T15P1W10SD_SF1.dat;randdpheurmc;242495.127104;235276.76844000007;235276.76844000007;0.0;0.5951988697052002;0;54.19047619047619 
instances/N50T15/N50T15P1W10SD_SF2.dat;randdpheurmc;217547.693383;212373.6038559999;212373.6038559999;0.0;0.5818939208984375;0;50.49523809523809 
instances/N50T15/N50T15P1W10SD_SF3.dat;randdpheurmc;224312.235289;218639.78205499984;218639.78205499984;0.0;0.6537549495697021;0;44.49523809523809 
instances/N50T15/N50T15P1W10SD_SF4.dat;randdpheurmc;253301.60299899997;245457.53736999986;245457.5373699999;1.1856971583994555e-14;0.6527230739593506;0;35.16190476190476 
instances/N50T15/N50T15P1W10SD_SF5.dat;randdpheurmc;231967.13508799998;223318.4395159999;223318.43951600004;6.51621749637215e-14;0.6183807849884033;0;43.219047619047615 
instances/N50T15/N50T15P1W10SD_DF1.dat;randdpheurmc;200802.33305699998;197354.538578;197354.5385780001;4.424093410737202e-14;0.47200703620910645;0;55.371428571428574 
instances/N50T15/N50T15P1W10SD_DF2.dat;randdpheurmc;205984.98505299998;199844.844554;199844.844554;0.0;0.49341607093811035;0;55.695238095238096 
instances/N50T15/N50T15P1W10SD_DF3.dat;randdpheurmc;205255.358678;199760.2146109998;199760.21461099994;7.284691427021294e-14;0.49768590927124023;0;54.53333333333333 
instances/N50T15/N50T15P1W10SD_DF4.dat;randdpheurmc;216391.184455;210544.44684900006;210544.44684900006;0.0;0.4535219669342041;0;61.6 
