instance;form;bestbound;bestsol;gap;time;numnodes;disablesolver
instances/N100T15/N100T15P1W5SD_SF1.dat;std;262412.3171669989;262412.3171669991;6.654526914956977e-14;65.72855305671692;13717;0 
instances/N100T15/N100T15P1W5SD_SF2.dat;std;257555.87621599878;257555.87621599896;6.780003830856294e-14;54.04763197898865;12139;0 
instances/N100T15/N100T15P1W5SD_SF3.dat;std;254322.08571799987;254322.08571799996;3.4331069251694775e-14;59.71347999572754;8756;0 
instances/N100T15/N100T15P1W5SD_SF4.dat;std;251512.8201519992;251512.8201519992;0.0;59.71782088279724;8808;0 
instances/N100T15/N100T15P1W5SD_SF5.dat;std;255490.535520999;255490.535520999;0.0;41.55457878112793;9200;0 
instances/N100T15/N100T15P1W5SD_DF1.dat;std;227127.86786799866;227127.86786799866;0.0;11.258100986480713;7035;0 
instances/N100T15/N100T15P1W5SD_DF2.dat;std;229352.91294999898;229352.91294999953;2.411012668491776e-13;39.02484107017517;7992;0 
instances/N100T15/N100T15P1W5SD_DF3.dat;std;249138.5594399987;249138.55943999908;1.518632028650938e-13;29.178637981414795;6446;0 
instances/N100T15/N100T15P1W5SD_DF4.dat;std;228227.34507299864;228227.34507299864;0.0;7.9048171043396;2164;0 
instances/N100T15/N100T15P1W5SD_DF5.dat;std;240427.0591959986;240427.05919599897;1.5736572963241335e-13;24.855762004852295;5186;0 
instances/N100T15/N100T15P1W5DD_SF1.dat;std;253610.78568199847;253610.785682;5.967408600862065e-13;189.89596796035767;101006;0 
instances/N100T15/N100T15P1W5DD_SF2.dat;std;224369.23259599772;224369.23259600005;1.0377119935740264e-12;154.33724403381348;41136;0 
instances/N100T15/N100T15P1W5DD_SF3.dat;std;249331.4258739989;249331.4258739989;0.0;55.98444390296936;8407;0 
instances/N100T15/N100T15P1W5DD_SF4.dat;std;243046.0604719988;243046.0604719988;0.0;79.86381697654724;9524;0 
instances/N100T15/N100T15P1W5DD_SF5.dat;std;241477.36840699756;241477.36840699776;8.436683509560399e-14;83.29732918739319;11215;0 
instances/N100T15/N100T15P1W5DD_DF1.dat;std;237495.90997299843;237495.9099729987;1.102900989496548e-13;47.62317991256714;17907;0 
instances/N100T15/N100T15P1W5DD_DF2.dat;std;238998.60900499762;238998.6090049981;2.0701589847082587e-13;56.20945405960083;11919;0 
instances/N100T15/N100T15P1W5DD_DF3.dat;std;234928.5734769985;234928.5734769985;0.0;13.222799062728882;3636;0 
instances/N100T15/N100T15P1W5DD_DF4.dat;std;250734.34677299738;250734.34677299755;6.964461988867333e-14;25.16905117034912;8860;0 
instances/N100T15/N100T15P1W5DD_DF5.dat;std;253296.63327399883;253296.63327399897;5.745009335605968e-14;14.954913139343262;7927;0 
instances/N100T15/N100T15P1W10SD_SF1.dat;std;299306.6341759995;299306.63417599956;1.9447501079859088e-14;58.76275181770325;12464;0 
instances/N100T15/N100T15P1W10SD_SF2.dat;std;281239.5131300004;281239.51313000044;2.069682892907066e-14;54.78021717071533;5913;0 
instances/N100T15/N100T15P1W10SD_SF3.dat;std;302238.6779899985;302238.6779899987;7.703535669302198e-14;81.05847597122192;12154;0 
instances/N100T15/N100T15P1W10SD_SF4.dat;std;305819.02308799943;305819.02308799943;0.0;56.57763481140137;8953;0 
instances/N100T15/N100T15P1W10SD_SF5.dat;std;259436.37839999897;259436.3783999991;5.609049632172518e-14;76.52473497390747;25824;0 
instances/N100T15/N100T15P1W10SD_DF1.dat;std;276419.1189619986;276419.11896199867;2.1057755025067435e-14;46.613447189331055;6290;0 
instances/N100T15/N100T15P1W10SD_DF2.dat;std;271997.80010299926;271997.80010299926;0.0;16.762857913970947;6912;0 
instances/N100T15/N100T15P1W10SD_DF3.dat;std;274796.1441909986;274796.14419099875;6.354637298659818e-14;59.79974007606506;28908;0 
instances/N100T15/N100T15P1W10SD_DF4.dat;std;269057.88514299813;269057.88514299813;0.0;13.52488923072815;4714;0 
instances/N100T15/N100T15P1W10SD_DF5.dat;std;259726.75089199873;259726.75089199908;1.3446669019704855e-13;58.80944490432739;7602;0 
instances/N100T15/N100T15P1W10DD_SF1.dat;std;296423.4229349984;296423.422935;5.30189830851607e-13;158.69602799415588;48747;0 
instances/N100T15/N100T15P1W10DD_SF2.dat;std;276839.76465800003;276839.76465800003;0.0;253.75721502304077;127875;0 
instances/N100T15/N100T15P1W10DD_SF3.dat;std;272890.69257699803;272890.69257699803;0.0;64.14784097671509;3616;0 
instances/N100T15/N100T15P1W10DD_SF4.dat;std;276074.1324939982;276074.132494;6.536061426749954e-13;191.01638293266296;69999;0 
instances/N100T15/N100T15P1W10DD_SF5.dat;std;280946.0485049988;280946.048504999;8.287379192298081e-14;83.47148108482361;12305;0 
instances/N100T15/N100T15P1W10DD_DF1.dat;std;274028.3362709985;274028.336271;5.310368783896769e-13;73.9116358757019;40786;0 
instances/N100T15/N100T15P1W10DD_DF2.dat;std;262567.5895449987;262567.58954499906;1.3301183367147848e-13;22.149654150009155;5813;0 
instances/N100T15/N100T15P1W10DD_DF3.dat;std;270810.54186399863;270810.5418639987;2.1493868190219623e-14;21.18462300300598;9019;0 
instances/N100T15/N100T15P1W10DD_DF4.dat;std;276389.5875369985;276389.58753699914;2.316600548356147e-13;49.56406307220459;6559;0 
instances/N100T15/N100T15P1W10DD_DF5.dat;std;273554.17298899847;273554.17298899847;0.0;40.78013896942139;4353;0 
instances/N100T15/N100T15P1W15SD_SF1.dat;std;309910.05595251796;309910.33368499996;8.961704461512733e-5;230.77971601486206;136922;0 
instances/N100T15/N100T15P1W15SD_SF2.dat;std;311844.4464919992;311844.4464919995;9.332803833490867e-14;70.80959105491638;15322;0 
instances/N100T15/N100T15P1W15SD_SF3.dat;std;340715.74881199794;340715.74881199794;0.0;64.66989207267761;20369;0 
instances/N100T15/N100T15P1W15SD_SF4.dat;std;319002.2946229993;319002.2946229993;0.0;71.96171283721924;20144;0 
instances/N100T15/N100T15P1W15SD_SF5.dat;std;325831.58045599924;325831.5804559995;7.145735945178317e-14;75.5182888507843;16268;0 
instances/N100T15/N100T15P1W15SD_DF1.dat;std;286385.5339539988;286385.5339539988;0.0;29.990743160247803;6813;0 
instances/N100T15/N100T15P1W15SD_DF2.dat;std;294566.37208299886;294566.37208299886;0.0;13.621634006500244;7377;0 
instances/N100T15/N100T15P1W15SD_DF3.dat;std;301935.4548989987;301935.4548989988;1.9278180143812063e-14;64.20046710968018;14531;0 
instances/N100T15/N100T15P1W15SD_DF4.dat;std;301131.0035169992;301131.0035169992;0.0;55.35932397842407;14182;0 
instances/N100T15/N100T15P1W15SD_DF5.dat;std;285732.1016574574;285732.272883;5.992516731918412e-5;224.30571103096008;170112;0 
instances/N100T15/N100T15P1W15DD_SF1.dat;std;315881.13238299906;315881.13238299906;0.0;95.94316911697388;10551;0 
instances/N100T15/N100T15P1W15DD_SF2.dat;std;304426.35470899765;304426.35470899777;3.8240881588000696e-14;81.12227392196655;20678;0 
instances/N100T15/N100T15P1W15DD_SF3.dat;std;328342.82032499905;328342.8203249993;7.091083746658749e-14;76.11337494850159;23012;0 
instances/N100T15/N100T15P1W15DD_SF4.dat;std;332216.9036659992;332216.90366599924;1.7520981103353975e-14;64.9215579032898;10773;0 
instances/N100T15/N100T15P1W15DD_SF5.dat;std;307784.1265589978;307784.1265589979;3.7823692575848166e-14;51.8861300945282;6969;0 
instances/N100T15/N100T15P1W15DD_DF1.dat;std;296922.2115959985;296922.2115959985;0.0;38.23625302314758;5626;0 
instances/N100T15/N100T15P1W15DD_DF2.dat;std;304913.4190209985;304913.4190209985;0.0;32.1973979473114;2455;0 
instances/N100T15/N100T15P1W15DD_DF3.dat;std;303676.64148999867;303676.64148999867;0.0;47.475764989852905;6093;0 
instances/N100T15/N100T15P1W15DD_DF4.dat;std;288968.39864799887;288968.39864799904;6.042978524898e-14;30.279273986816406;3357;0 
instances/N100T15/N100T15P1W15DD_DF5.dat;std;298465.3148749988;298465.31487499905;7.800928015752248e-14;31.985114097595215;5656;0 
instances/N100T15/N100T15P1W20SD_SF1.dat;std;351548.791464385;351549.1360099999;9.800781160100895e-5;2601.3689019680023;2524089;0 
instances/N100T15/N100T15P1W20SD_SF2.dat;std;353273.83124299883;353273.831243;3.2953281995817667e-13;70.07535099983215;30873;0 
instances/N100T15/N100T15P1W20SD_SF3.dat;std;323299.8564089299;323299.887128;9.50172619234295e-6;742.7252330780029;577319;0 
instances/N100T15/N100T15P1W20SD_SF4.dat;std;358893.7685369998;358893.7685369998;0.0;78.24475717544556;17283;0 
instances/N100T15/N100T15P1W20SD_SF5.dat;std;357121.70396099804;357121.70396099804;0.0;73.33620595932007;12155;0 
instances/N100T15/N100T15P1W20SD_DF1.dat;std;327812.5058179988;327812.505817999;7.102555257093725e-14;35.18876814842224;7637;0 
instances/N100T15/N100T15P1W20SD_DF2.dat;std;341327.11527499906;341327.1152749992;3.4106672636641174e-14;43.58546495437622;7840;0 
instances/N100T15/N100T15P1W20SD_DF3.dat;std;328297.7279559991;328297.72795599926;5.319043291210544e-14;31.993624925613403;5196;0 
instances/N100T15/N100T15P1W20SD_DF4.dat;std;335508.5279499991;335508.5279499993;6.939634145113839e-14;47.58534812927246;7668;0 
instances/N100T15/N100T15P1W20SD_DF5.dat;std;349574.8750369989;349574.8750369989;0.0;28.45869493484497;5833;0 
instances/N100T15/N100T15P1W20DD_SF1.dat;std;351180.2814649991;351180.28146499937;8.287432977535886e-14;71.80722713470459;11847;0 
instances/N100T15/N100T15P1W20DD_SF2.dat;std;363646.36662600003;363646.36662600003;0.0;192.7822391986847;73403;0 
instances/N100T15/N100T15P1W20DD_SF3.dat;std;365668.5833019991;365668.58330199926;4.7754439597613494e-14;58.037307024002075;9039;0 
instances/N100T15/N100T15P1W20DD_SF4.dat;std;356253.18489599903;356253.1848960001;2.9409923640353594e-13;213.69285702705383;44836;0 
instances/N100T15/N100T15P1W20DD_SF5.dat;std;344355.4915101225;344427.58745599724;0.020932105470199493;3600.008782148361;3614067;0 
instances/N100T15/N100T15P1W20DD_DF1.dat;std;320278.6842419988;320278.6842419988;0.0;45.33875489234924;8010;0 
instances/N100T15/N100T15P1W20DD_DF2.dat;std;348247.7203629989;348247.720362999;3.3428882665933406e-14;66.26691484451294;14356;0 
instances/N100T15/N100T15P1W20DD_DF3.dat;std;347117.19774899835;347117.19774899835;0.0;37.54441809654236;10388;0 
instances/N100T15/N100T15P1W20DD_DF4.dat;std;346870.91509699874;346870.9150969988;1.6780784545510322e-14;43.249786138534546;7162;0 
instances/N100T15/N100T15P1W20DD_DF5.dat;std;345641.3213129984;345641.3213129984;0.0;66.05957388877869;14152;0 
