instance;form;bestbound;bestsol;gap;time;numnodes
instances/N200T15/N200T15P1W5SD_SF1.dat;3level;397064.7734469984;397064.7734469987;7.329743760464453e-14;321.32657408714294;1546 
instances/N200T15/N200T15P1W5SD_SF2.dat;3level;378888.67675799667;378888.67675799667;0.0;860.9825310707092;8014 
instances/N200T15/N200T15P1W5SD_SF3.dat;3level;385771.9708199986;385771.9708199986;0.0;1555.327036857605;30326 
instances/N200T15/N200T15P1W5SD_SF4.dat;3level;359471.4240050005;359471.4240050006;3.238513941662171e-14;1512.2705481052399;18880 
instances/N200T15/N200T15P1W5SD_SF5.dat;3level;364142.82101099927;364142.82101099927;0.0;424.666944026947;2007 
instances/N200T15/N200T15P1W5SD_DF1.dat;3level;355260.11235199764;355260.11235199764;0.0;264.12998509407043;388 
instances/N200T15/N200T15P1W5SD_DF2.dat;3level;355466.5447109975;355466.5447110071;2.70187565992472e-12;265.49038791656494;862 
instances/N200T15/N200T15P1W5SD_DF3.dat;3level;360207.8244439975;360207.8244440034;1.6321060658065e-12;282.01241397857666;443 
instances/N200T15/N200T15P1W5SD_DF4.dat;3level;366586.24851399777;366586.2485140704;1.9816117247840275e-11;279.45974016189575;1124 
instances/N200T15/N200T15P1W5SD_DF5.dat;3level;365397.5786299974;365397.57862999977;6.53128054761616e-13;283.99938201904297;239 
instances/N200T15/N200T15P1W5DD_SF1.dat;3level;369618.81748899457;369618.8174889949;9.448814534211396e-14;319.64847803115845;2108 
instances/N200T15/N200T15P1W5DD_SF2.dat;3level;370724.2077339984;370724.20773399924;2.1981495564305129e-13;263.4558320045471;1348 
instances/N200T15/N200T15P1W5DD_SF3.dat;3level;378240.33046699845;378240.33046699874;7.694533901448407e-14;252.3303301334381;1568 
instances/N200T15/N200T15P1W5DD_SF4.dat;3level;393136.1034519983;393136.1034519983;0.0;337.910306930542;1721 
instances/N200T15/N200T15P1W5DD_SF5.dat;3level;378936.5710539966;378936.5710539968;4.608237791741648e-14;318.61085295677185;2404 
instances/N200T15/N200T15P1W5DD_DF1.dat;3level;355490.9598859973;355490.9598859973;0.0;217.57178401947021;175 
instances/N200T15/N200T15P1W5DD_DF2.dat;3level;363289.0079049967;363289.0079049985;4.966947661651676e-13;290.6708309650421;1801 
instances/N200T15/N200T15P1W5DD_DF3.dat;3level;345461.7420619979;345461.742062;6.0657246165011e-13;191.5046579837799;573 
instances/N200T15/N200T15P1W5DD_DF4.dat;3level;350771.4712569965;350771.4712569971;1.6594183302558503e-13;230.64516305923462;1549 
instances/N200T15/N200T15P1W5DD_DF5.dat;3level;361304.71796899836;361304.71796899865;8.055203546838523e-14;262.2361240386963;1906 
instances/N200T15/N200T15P1W10SD_SF1.dat;3level;437723.4660029985;437723.46600300336;1.1037187245027998e-12;1389.1462440490723;25932 
instances/N200T15/N200T15P1W10SD_SF2.dat;3level;426390.65922243806;426390.9581620001;7.010926388824656e-5;2563.9740591049194;119257 
instances/N200T15/N200T15P1W10SD_SF3.dat;3level;404574.0914959999;404574.0914959999;0.0;2927.174442052841;45046 
instances/N200T15/N200T15P1W10SD_SF4.dat;3level;397582.09941057576;397582.4020840002;7.612847621850557e-5;2302.4653379917145;135552 
instances/N200T15/N200T15P1W10SD_SF5.dat;3level;404294.9857629971;404294.9857629971;0.0;452.4343509674072;15345 
instances/N200T15/N200T15P1W10SD_DF1.dat;3level;395628.80157899956;395628.80157899973;4.4138086520359985e-14;1575.5025861263275;3506 
