instances/N100T30/N100T30P1W5SD_SF1.dat;randdpheurbcstd;549479.1320010021;563593.4608959986;2.504345751733465;3600.0159780979156;26184;0 
instances/N100T30/N100T30P1W5SD_SF2.dat;randdpheurbcstd;487079.90898151445;509726.556602998;4.442901263063276;3600.0121200084686;19363;0 
instances/N100T30/N100T30P1W5SD_SF3.dat;randdpheurbcstd;528334.296054587;548172.5648579987;3.6189824291098454;3600.0284810066223;15221;0 
instances/N100T30/N100T30P1W5SD_SF4.dat;randdpheurbcstd;488880.0961920981;507268.2572849835;3.6249382508779657;3600.009616136551;15573;0 
instances/N100T30/N100T30P1W5SD_SF5.dat;randdpheurbcstd;491194.4630555324;506821.6722069999;3.0833742928587515;3600.010955095291;16266;0 
instances/N100T30/N100T30P1W5SD_DF1.dat;randdpheurbcstd;476189.45497844415;479085.32011899276;0.6044570808033434;3600.008077144623;120249;0 
instances/N100T30/N100T30P1W5SD_DF2.dat;randdpheurbcstd;503646.37185483717;506660.20900897693;0.5948438619316099;3600.0196039676666;206941;0 
instances/N100T30/N100T30P1W5SD_DF3.dat;randdpheurbcstd;476894.3134177889;494897.0638859935;3.637675747527126;3600.0189850330353;10921;0 
instances/N100T30/N100T30P1W5SD_DF4.dat;randdpheurbcstd;485646.13970467955;493554.6089390001;1.6023493836520935;3600.055140018463;20851;0 
instances/N100T30/N100T30P1W5SD_DF5.dat;randdpheurbcstd;497885.91170181276;532403.2468539915;6.483306658279067;3600.0323469638824;10328;0 
instances/N100T30/N100T30P1W5DD_SF1.dat;randdpheurbcstd;532863.4234161181;556125.1832789899;4.182827996696215;3600.021910905838;18717;0 
instances/N100T30/N100T30P1W5DD_SF2.dat;randdpheurbcstd;531493.1640921313;558461.1260579911;4.8289774717568035;3600.018557071686;16921;0 
instances/N100T30/N100T30P1W5DD_SF3.dat;randdpheurbcstd;478082.79848357505;511824.9764819909;6.592522746807197;3600.0185470581055;10311;0 
instances/N100T30/N100T30P1W5DD_SF4.dat;randdpheurbcstd;464908.800862829;483491.2380539884;3.843386545318194;3600.0168359279633;18885;0 
instances/N100T30/N100T30P1W5DD_SF5.dat;randdpheurbcstd;496812.77404923236;525863.3516969901;5.524358667324867;3600.0145740509033;9261;0 
instances/N100T30/N100T30P1W5DD_DF1.dat;randdpheurbcstd;490585.7022324183;500189.0627719906;1.9199461272406853;3600.048555135727;21008;0 
instances/N100T30/N100T30P1W5DD_DF2.dat;randdpheurbcstd;494756.21827052237;498430.92298398697;0.7372545610663597;3600.017611026764;127842;0 
