instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N100T30/N100T30P1W5SD_SF1.dat;601127.0803699999;617657.6794291894;1.321661277;1;0.2 
instances/N100T30/N100T30P1W5SD_SF2.dat;538197.1557169999;555110.713820044;1.318248256;1;0.2 
instances/N100T30/N100T30P1W5SD_SF3.dat;581178.33981;603267.2012419441;1.329303254;1;0.2 
instances/N100T30/N100T30P1W5SD_SF4.dat;544215.9873279996;558504.4525103851;1.292128766;1;0.2 
instances/N100T30/N100T30P1W5SD_SF5.dat;546919.7050410002;559912.1615112305;1.320797672;1;0.2 
instances/N100T30/N100T30P1W5SD_DF1.dat;512969.059823;517822.5796990301;1.293980694;1;0.2 
instances/N100T30/N100T30P1W5SD_DF2.dat;548688.6339609998;556439.310455744;1.286797621;1;0.2 
instances/N100T30/N100T30P1W5SD_DF3.dat;537552.4351659997;543747.9409825657;1.258520087;1;0.2 
instances/N100T30/N100T30P1W5SD_DF4.dat;539113.1867329996;550195.1186886338;1.283392605;1;0.2 
instances/N100T30/N100T30P1W5SD_DF5.dat;577761.6314829999;585080.664633954;1.317217373;1;0.2 
instances/N100T30/N100T30P1W5DD_SF1.dat;590162.247636;604481.15019439;1.28918954;1;0.2 
instances/N100T30/N100T30P1W5DD_SF2.dat;596166.8977780001;608343.7317829243;1.264987253;1;0.2 
instances/N100T30/N100T30P1W5DD_SF3.dat;552083.828271;561970.312473454;1.26992374;1;0.2 
instances/N100T30/N100T30P1W5DD_SF4.dat;520744.9925539999;530435.5432500454;1.318402586;1;0.2 
instances/N100T30/N100T30P1W5DD_SF5.dat;566647.3010500001;577899.616150579;1.293286653;1;0.2 
instances/N100T30/N100T30P1W5DD_DF1.dat;538526.528869;546899.5119120341;1.317451278;1;0.2 
instances/N100T30/N100T30P1W5DD_DF2.dat;534600.932302;543838.4904050223;1.287100048;1;0.2 
instances/N100T30/N100T30P1W5DD_DF3.dat;540250.925774;547219.2616377225;1.270278283;1;0.2 
instances/N100T30/N100T30P1W5DD_DF4.dat;537617.0455710001;550502.2185465578;1.367105996;1;0.2 
instances/N100T30/N100T30P1W5DD_DF5.dat;538831.6783179999;545020.0947956475;1.269007656;1;0.2 
instances/N100T30/N100T30P1W10SD_SF1.dat;700845.793027;717059.384584928;1.406698679;1;0.2 
instances/N100T30/N100T30P1W10SD_SF2.dat;682293.9870130003;699778.3943717696;1.348104602;1;0.2 
instances/N100T30/N100T30P1W10SD_SF3.dat;621462.0712169997;645610.9426918058;1.312323552;1;0.2 
instances/N100T30/N100T30P1W10SD_SF4.dat;646539.954591;670290.2693846822;1.331407819;1;0.2 
instances/N100T30/N100T30P1W10SD_SF5.dat;650299.6943100002;680958.2037231703;1.31339397;1;0.2 
instances/N100T30/N100T30P1W10SD_DF1.dat;607828.131969;615141.6158874138;1.273951146;1;0.2 
instances/N100T30/N100T30P1W10SD_DF2.dat;599325.0510419998;610606.3373274277;1.318076671;1;0.2 
instances/N100T30/N100T30P1W10SD_DF3.dat;640364.1498260002;649267.951386183;1.344990284;1;0.2 
instances/N100T30/N100T30P1W10SD_DF4.dat;619277.0023639996;626776.0683705241;1.305133815;1;0.2 
instances/N100T30/N100T30P1W10SD_DF5.dat;616014.6833149996;626844.1389701001;1.285643833;1;0.2 
instances/N100T30/N100T30P1W10DD_SF1.dat;650685.510912;668702.7639938284;1.283812829;1;0.2 
instances/N100T30/N100T30P1W10DD_SF2.dat;684232.646184;704314.4379575003;1.303422893;1;0.2 
instances/N100T30/N100T30P1W10DD_SF3.dat;704691.997952;716464.8040579862;1.303023359;1;0.2 
instances/N100T30/N100T30P1W10DD_SF4.dat;653698.4056340001;664074.8987238335;1.322603471;1;0.2 
instances/N100T30/N100T30P1W10DD_SF5.dat;690538.1713359997;702534.622619114;1.277851232;1;0.2 
instances/N100T30/N100T30P1W10DD_DF1.dat;620133.0987299999;631125.3490045081;1.281765894;1;0.2 
instances/N100T30/N100T30P1W10DD_DF2.dat;623638.8522150002;628335.7606419765;1.314252238;1;0.2 
instances/N100T30/N100T30P1W10DD_DF3.dat;622767.9931979999;632756.2573871677;1.303646199;1;0.2 
instances/N100T30/N100T30P1W10DD_DF4.dat;618904.9321809999;624381.7215874002;1.342589468;1;0.2 
instances/N100T30/N100T30P1W10DD_DF5.dat;632307.1117159999;638139.5546780566;1.29029289;1;0.2 
instances/N100T30/N100T30P1W15SD_SF1.dat;673629.1879409997;697344.6722899367;1.353846327;1;0.2 
instances/N100T30/N100T30P1W15SD_SF2.dat;711960.710125;739126.373862444;1.3989145;1;0.2 
instances/N100T30/N100T30P1W15SD_SF3.dat;762939.5288950002;800393.0845860658;1.389989679;1;0.2 
instances/N100T30/N100T30P1W15SD_SF4.dat;723626.4186149999;749953.3549721154;1.345517007;1;0.2 
instances/N100T30/N100T30P1W15SD_SF5.dat;683322.7675819998;704870.3909864962;1.352292682;1;0.2 
instances/N100T30/N100T30P1W15SD_DF1.dat;702563.0968030002;712679.1821928143;1.467166398;1;0.2 
instances/N100T30/N100T30P1W15SD_DF2.dat;671997.7351850003;679212.3145128203;1.340298329;1;0.2 
instances/N100T30/N100T30P1W15SD_DF3.dat;670066.7645519997;675442.2369968556;1.34538859;1;0.2 
instances/N100T30/N100T30P1W15SD_DF4.dat;671187.8983889997;677721.7213448964;1.323298268;1;0.2 
instances/N100T30/N100T30P1W15SD_DF5.dat;661642.6617560002;671809.9902912573;1.31609895;1;0.2 
instances/N100T30/N100T30P1W15DD_SF1.dat;736777.158845;752200.456821594;1.349540921;1;0.2 
instances/N100T30/N100T30P1W15DD_SF2.dat;737409.2377839999;753863.2613979095;1.332272163;1;0.2 
instances/N100T30/N100T30P1W15DD_SF3.dat;751188.229683;761631.9825128132;1.425523644;1;0.2 
instances/N100T30/N100T30P1W15DD_SF4.dat;733035.7870339998;749508.8683834067;1.371200217;1;0.2 
instances/N100T30/N100T30P1W15DD_SF5.dat;724094.1603950002;739703.0206111115;1.336709921;1;0.2 
instances/N100T30/N100T30P1W15DD_DF1.dat;684691.73807;694412.6775987239;1.334947028;1;0.2 
instances/N100T30/N100T30P1W15DD_DF2.dat;686029.8733100002;694716.9209826781;1.323406799;1;0.2 
instances/N100T30/N100T30P1W15DD_DF3.dat;688860.0554490001;699347.2047248745;1.342201062;1;0.2 
instances/N100T30/N100T30P1W15DD_DF4.dat;685211.3172729998;693710.0096002423;1.355741125;1;0.2 
instances/N100T30/N100T30P1W15DD_DF5.dat;681438.5233439999;695089.8745896902;1.357458549;1;0.2 
instances/N100T30/N100T30P1W20SD_SF1.dat;810818.0981610004;827337.40409785;1.347198414;1;0.2 
instances/N100T30/N100T30P1W20SD_SF2.dat;805478.7563409996;823724.3449767117;1.403229545;1;0.2 
instances/N100T30/N100T30P1W20SD_SF3.dat;823688.7858580002;851812.9751180579;1.430035314;1;0.2 
instances/N100T30/N100T30P1W20SD_SF4.dat;775940.3697280003;798645.256409552;1.38853135;1;0.2 
instances/N100T30/N100T30P1W20SD_SF5.dat;689803.8444119991;726256.1534630952;1.406587837;1;0.2 
instances/N100T30/N100T30P1W20SD_DF1.dat;738173.3592639999;744888.9158689196;1.366368065;1;0.2 
instances/N100T30/N100T30P1W20SD_DF2.dat;737449.4234669998;748145.3543848199;1.375451334;1;0.2 
instances/N100T30/N100T30P1W20SD_DF3.dat;764256.6775019998;775169.7124459316;1.358350383;1;0.2 
instances/N100T30/N100T30P1W20SD_DF4.dat;717706.7880899995;727571.3970898594;1.337171901;1;0.2 
instances/N100T30/N100T30P1W20SD_DF5.dat;757783.5854499998;771437.3933323404;1.339522008;1;0.2 
instances/N100T30/N100T30P1W20DD_SF1.dat;797624.177089;809902.690051112;1.363634684;1;0.2 
