instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N200T15/N200T15P1W5SD_SF1.dat;453478.5405729999;463002.2713789082;1.153455333;1;0.2 
instances/N200T15/N200T15P1W5SD_SF2.dat;439913.65215600014;448921.4659042706;1.232334838;1;0.2 
instances/N200T15/N200T15P1W5SD_SF3.dat;442638.99580299965;453874.32632413955;1.157848544;1;0.2 
instances/N200T15/N200T15P1W5SD_SF4.dat;414699.27795399976;424123.60026966344;1.207457428;1;0.2 
instances/N200T15/N200T15P1W5SD_SF5.dat;412308.8842150003;422859.6963640343;1.22025682;1;0.2 
instances/N200T15/N200T15P1W5SD_DF1.dat;404369.430012;412587.47465495014;1.173670063;1;0.2 
instances/N200T15/N200T15P1W5SD_DF2.dat;406301.6319060002;410528.4329994705;1.138794241;1;0.2 
instances/N200T15/N200T15P1W5SD_DF3.dat;404956.96474700025;414066.77080830425;1.146415932;1;0.2 
instances/N200T15/N200T15P1W5SD_DF4.dat;415464.65018500003;421935.54363002017;1.125447132;1;0.2 
instances/N200T15/N200T15P1W5SD_DF5.dat;414978.8575559999;419291.08702270006;1.185041886;1;0.2 
instances/N200T15/N200T15P1W5DD_SF1.dat;421823.55958000006;430217.1301183926;1.10760835;1;0.2 
instances/N200T15/N200T15P1W5DD_SF2.dat;423795.2657679998;430638.690039442;1.184800895;1;0.2 
instances/N200T15/N200T15P1W5DD_SF3.dat;438123.24189599993;447570.18542054587;1.167238187;1;0.2 
instances/N200T15/N200T15P1W5DD_SF4.dat;441973.68579799996;449958.1927560019;1.157590839;1;0.2 
instances/N200T15/N200T15P1W5DD_SF5.dat;431204.03404199996;438199.59827931004;1.187917211;1;0.2 
instances/N200T15/N200T15P1W5DD_DF1.dat;403273.27007800026;407884.9746130683;1.142070992;1;0.2 
instances/N200T15/N200T15P1W5DD_DF2.dat;409489.59144800005;411669.26408881193;1.200174981;1;0.2 
instances/N200T15/N200T15P1W5DD_DF3.dat;389935.4041500002;394858.0278720003;1.117257822;1;0.2 
instances/N200T15/N200T15P1W5DD_DF4.dat;391992.6532060001;394277.4714029122;1.160244324;1;0.2 
instances/N200T15/N200T15P1W5DD_DF5.dat;403481.2524440002;409259.25015107216;1.128540454;1;0.2 
instances/N200T15/N200T15P1W10SD_SF1.dat;512534.43540800025;522718.88030085823;1.143315662;1;0.2 
instances/N200T15/N200T15P1W10SD_SF2.dat;499610.06558000005;510746.1883994361;1.166338414;1;0.2 
instances/N200T15/N200T15P1W10SD_SF3.dat;471352.46439899993;481576.1079094085;1.155993093;1;0.2 
instances/N200T15/N200T15P1W10SD_SF4.dat;465441.266335;477853.13818521827;1.146658835;1;0.2 
instances/N200T15/N200T15P1W10SD_SF5.dat;478005.88456599985;488525.1673276539;1.169289196;1;0.2 
instances/N200T15/N200T15P1W10SD_DF1.dat;452772.46482300013;456300.338459296;1.13547889;1;0.2 
instances/N200T15/N200T15P1W10SD_DF2.dat;458144.23318900005;463473.15734566405;1.190838555;1;0.2 
instances/N200T15/N200T15P1W10SD_DF3.dat;456619.85165200004;461475.4233429682;1.171943401;1;0.2 
instances/N200T15/N200T15P1W10SD_DF4.dat;460216.059206;466008.3727663682;1.194515836;1;0.2 
instances/N200T15/N200T15P1W10SD_DF5.dat;475280.49727399985;480192.4978474582;1.150504538;1;0.2 
instances/N200T15/N200T15P1W10DD_SF1.dat;463772.68226200005;474738.1636820104;1.187141345;1;0.2 
instances/N200T15/N200T15P1W10DD_SF2.dat;477331.8548089999;487634.8982962501;1.206384545;1;0.2 
instances/N200T15/N200T15P1W10DD_SF3.dat;478574.5729070001;488098.82779343444;1.170947117;1;0.2 
instances/N200T15/N200T15P1W10DD_SF4.dat;503358.359582;513608.2056747095;1.153238713;1;0.2 
instances/N200T15/N200T15P1W10DD_SF5.dat;495454.0601340001;504993.2990857492;1.17858001;1;0.2 
instances/N200T15/N200T15P1W10DD_DF1.dat;469319.4631569999;474326.37449854234;1.191468673;1;0.2 
instances/N200T15/N200T15P1W10DD_DF2.dat;472867.2934300001;477006.923892728;1.134138869;1;0.2 
instances/N200T15/N200T15P1W10DD_DF3.dat;458054.84326700005;464140.2025142623;1.163838166;1;0.2 
instances/N200T15/N200T15P1W10DD_DF4.dat;457914.91831000004;463507.8952974562;1.148458068;1;0.2 
instances/N200T15/N200T15P1W10DD_DF5.dat;458081.105415;465552.08926798386;1.20876951;1;0.2 
instances/N200T15/N200T15P1W15SD_SF1.dat;512114.7752429999;523147.8795158477;1.205517742;1;0.2 
instances/N200T15/N200T15P1W15SD_SF2.dat;544625.8430680002;557543.6671702142;1.172312908;1;0.2 
instances/N200T15/N200T15P1W15SD_SF3.dat;538772.758011;551570.980213986;1.225965194;1;0.2 
instances/N200T15/N200T15P1W15SD_SF4.dat;535146.8869160002;546649.3851778843;1.193162871;1;0.2 
instances/N200T15/N200T15P1W15SD_SF5.dat;521067.1402510002;533321.9728089102;1.196561282;1;0.2 
instances/N200T15/N200T15P1W15SD_DF1.dat;524758.7126689998;531343.7365707097;1.158457813;1;0.2 
