instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N50T15/N50T15P1W5SD_SF1.dat;202350.80608200005;204701.08523766202;0.523218026;1;0.2 
instances/N50T15/N50T15P1W5SD_SF2.dat;202392.49401499997;205829.24073752805;0.553558697;1;0.2 
instances/N50T15/N50T15P1W5SD_SF3.dat;196386.05155499995;199192.18228158794;0.533592511;1;0.2 
instances/N50T15/N50T15P1W5SD_SF4.dat;187890.66982400004;190090.26286203612;0.535366383;1;0.2 
instances/N50T15/N50T15P1W5SD_SF5.dat;190814.078904;195220.58752564792;0.540416675;1;0.2 
instances/N50T15/N50T15P1W5SD_DF1.dat;181302.15907500003;182964.84403284182;0.52548463;1;0.2 
instances/N50T15/N50T15P1W5SD_DF2.dat;173277.717304;175271.59994454795;0.533543929;1;0.2 
instances/N50T15/N50T15P1W5SD_DF3.dat;180812.99597400002;182079.08686442202;0.525374357;1;0.2 
instances/N50T15/N50T15P1W5SD_DF4.dat;199307.09713800004;201910.02565432413;0.530276602;1;0.2 
instances/N50T15/N50T15P1W5SD_DF5.dat;187097.80374600002;188480.2284920658;0.531386065;1;0.2 
instances/N50T15/N50T15P1W5DD_SF1.dat;186069.08837;189635.37459594995;0.532621425;1;0.2 
instances/N50T15/N50T15P1W5DD_SF2.dat;187930.744809;190671.21725663592;0.521247109;1;0.2 
instances/N50T15/N50T15P1W5DD_SF3.dat;181552.22127799998;183871.85807647606;0.537804802;1;0.2 
instances/N50T15/N50T15P1W5DD_SF4.dat;184539.003175;186352.9987606401;0.535170093;1;0.2 
instances/N50T15/N50T15P1W5DD_SF5.dat;188581.323217;190379.05679425;0.523789208;1;0.2 
instances/N50T15/N50T15P1W5DD_DF1.dat;174177.521999;174655.6152425841;0.530084782;1;0.2 
instances/N50T15/N50T15P1W5DD_DF2.dat;191446.49744399998;192247.25402215196;0.520581709;1;0.2 
instances/N50T15/N50T15P1W5DD_DF3.dat;192935.975557;194356.15916535602;0.527729507;1;0.2 
instances/N50T15/N50T15P1W5DD_DF4.dat;178647.318445;179691.43998490003;0.526262508;1;0.2 
instances/N50T15/N50T15P1W5DD_DF5.dat;185257.70342099998;186221.03492997398;0.532465601;1;0.2 
instances/N50T15/N50T15P1W10SD_SF1.dat;242495.127104;243514.5190940541;0.543566135;1;0.2 
instances/N50T15/N50T15P1W10SD_SF2.dat;217547.693383;219459.44114074222;0.54373984;1;0.2 
instances/N50T15/N50T15P1W10SD_SF3.dat;224312.235289;225625.21332488002;0.545741168;1;0.2 
instances/N50T15/N50T15P1W10SD_SF4.dat;253301.60299899997;255788.87227146613;0.535564586;1;0.2 
instances/N50T15/N50T15P1W10SD_SF5.dat;231967.13508799998;233565.77803337012;0.548519339;1;0.2 
instances/N50T15/N50T15P1W10SD_DF1.dat;200802.33305699998;201856.91577770823;0.548419238;1;0.2 
instances/N50T15/N50T15P1W10SD_DF2.dat;205984.98505299998;208049.74497048205;0.534627331;1;0.2 
instances/N50T15/N50T15P1W10SD_DF3.dat;205255.358678;206930.83109626002;0.532338532;1;0.2 
instances/N50T15/N50T15P1W10SD_DF4.dat;216391.184455;219021.44338561594;0.530408032;1;0.2 
instances/N50T15/N50T15P1W10SD_DF5.dat;220932.260151;223251.84196464205;0.540792698;1;0.2 
instances/N50T15/N50T15P1W10DD_SF1.dat;216382.084619;218608.60027873795;0.535263644;1;0.2 
instances/N50T15/N50T15P1W10DD_SF2.dat;204508.444608;209115.40222168207;0.536392654;1;0.2 
instances/N50T15/N50T15P1W10DD_SF3.dat;219450.33750999998;221903.96296795428;0.540124278;1;0.2 
instances/N50T15/N50T15P1W10DD_SF4.dat;225986.659384;227885.62755486576;0.526793783;1;0.2 
instances/N50T15/N50T15P1W10DD_SF5.dat;226102.7415;226791.41368696006;0.525752603;1;0.2 
instances/N50T15/N50T15P1W10DD_DF1.dat;197977.40053900002;199806.99021282;0.529889707;1;0.2 
instances/N50T15/N50T15P1W10DD_DF2.dat;214037.136346;215495.06649437797;0.539765452;1;0.2 
instances/N50T15/N50T15P1W10DD_DF3.dat;219433.902039;220723.64451309602;0.531122454;1;0.2 
instances/N50T15/N50T15P1W10DD_DF4.dat;200099.70757899998;201920.40288292817;0.537034247;1;0.2 
instances/N50T15/N50T15P1W10DD_DF5.dat;216372.10876300003;219108.46770086803;0.540262255;1;0.2 
instances/N50T15/N50T15P1W15SD_SF1.dat;269258.400952;271629.594859896;0.57035734;1;0.2 
instances/N50T15/N50T15P1W15SD_SF2.dat;263309.280798;264216.4475168459;0.554541816;1;0.2 
instances/N50T15/N50T15P1W15SD_SF3.dat;207119.58939700003;209445.83874286214;0.539838587;1;0.2 
instances/N50T15/N50T15P1W15SD_SF4.dat;250209.49172;253701.47487094803;0.557136706;1;0.2 
instances/N50T15/N50T15P1W15SD_SF5.dat;251259.51028500003;253937.5988184718;0.556061252;1;0.2 
instances/N50T15/N50T15P1W15SD_DF1.dat;230723.11194499995;231601.638551102;0.577078167;1;0.2 
instances/N50T15/N50T15P1W15SD_DF2.dat;244864.16594199996;246802.1683890283;0.55989112;1;0.2 
instances/N50T15/N50T15P1W15SD_DF3.dat;226714.90116299997;228635.49062534203;0.539519617;1;0.2 
instances/N50T15/N50T15P1W15SD_DF4.dat;218670.952911;219891.6442176;0.550890598;1;0.2 
instances/N50T15/N50T15P1W15SD_DF5.dat;222165.233572;223008.4496786301;0.540060289;1;0.2 
instances/N50T15/N50T15P1W15DD_SF1.dat;237158.954765;239428.86276260985;0.553548941;1;0.2 
