instance;form;heursol;bestbound;bestsol;gap;time;numnodes;percfixed
instances/N200T15/N200T15P1W5SD_SF1.dat;randdpheurmc;422273.90934799996;397064.7734470003;397064.7734470003;0.0;64.2227098941803;7;47.64285714285714 
instances/N200T15/N200T15P1W5SD_SF2.dat;randdpheurmc;398037.62088800006;378888.6767579998;378888.67675800016;9.217640613310575e-14;71.42036604881287;1;45.371428571428574 
instances/N200T15/N200T15P1W5SD_SF3.dat;randdpheurmc;409949.4709409996;385771.9708199969;385771.97081999935;6.337219765264736e-13;110.3228280544281;1;48.86190476190476 
instances/N200T15/N200T15P1W5SD_SF4.dat;randdpheurmc;384658.72712599987;359471.42400500004;359471.42400500004;0.0;53.198107957839966;3;46.2 
instances/N200T15/N200T15P1W5SD_SF5.dat;randdpheurmc;390171.63353600027;364142.8210110005;364142.8210110005;0.0;53.75122594833374;0;42.48571428571429 
instances/N200T15/N200T15P1W5SD_DF1.dat;randdpheurmc;379261.6339390001;355260.1123519996;355260.1123520001;1.3107615268847044e-13;9.993886947631836;0;57.32380952380952 
instances/N200T15/N200T15P1W5SD_DF2.dat;randdpheurmc;380660.0130340002;355466.5447109999;355466.5447109999;0.0;11.121603012084961;0;57.719047619047615 
instances/N200T15/N200T15P1W5SD_DF3.dat;randdpheurmc;381672.50726600026;360207.8244440002;360207.8244440002;0.0;14.271826982498169;0;60.26190476190476 
instances/N200T15/N200T15P1W5SD_DF4.dat;randdpheurmc;386603.505933;366586.2485139994;366586.248514;1.5878299076798145e-13;13.860129117965698;0;56.56666666666666 
instances/N200T15/N200T15P1W5SD_DF5.dat;randdpheurmc;388755.84827999986;365397.5786300002;365397.5786300002;0.0;15.508502006530762;0;57.371428571428574 
instances/N200T15/N200T15P1W5DD_SF1.dat;randdpheurmc;390707.65722200007;369618.81748899986;369618.81748899986;0.0;62.66091704368591;5;53.261904761904766 
instances/N200T15/N200T15P1W5DD_SF2.dat;randdpheurmc;390727.37815999985;370724.207734;370724.207734;0.0;31.459761142730713;0;53.72857142857143 
instances/N200T15/N200T15P1W5DD_SF3.dat;randdpheurmc;399044.63558999996;378240.3304670001;378240.3304670001;0.0;60.88892197608948;3;52.76666666666666 
instances/N200T15/N200T15P1W5DD_SF4.dat;randdpheurmc;414009.503428;393136.10345199984;393136.10345199984;0.0;55.44234013557434;0;52.95238095238095 
instances/N200T15/N200T15P1W5DD_SF5.dat;randdpheurmc;398936.849191;378936.5710540003;378936.5710540003;0.0;64.71946501731873;3;55.2047619047619 
instances/N200T15/N200T15P1W5DD_DF1.dat;randdpheurmc;376397.5678130002;355490.9598859998;355490.9598859999;3.274775872339125e-14;13.243487119674683;0;62.16666666666667 
instances/N200T15/N200T15P1W5DD_DF2.dat;randdpheurmc;384211.25089200004;363289.007905;363289.007905;0.0;17.792195081710815;0;62.96666666666667 
instances/N200T15/N200T15P1W5DD_DF3.dat;randdpheurmc;367397.4081370001;345461.742062;345461.742062;0.0;13.405771970748901;0;60.13333333333334 
instances/N200T15/N200T15P1W5DD_DF4.dat;randdpheurmc;367308.82515100006;350771.4712569996;350771.47125699994;9.95650998153502e-14;12.818054914474487;0;61.45238095238095 
instances/N200T15/N200T15P1W5DD_DF5.dat;randdpheurmc;380990.92700000026;361304.717969;361304.717969;0.0;23.379868030548096;0;62.847619047619055 
instances/N200T15/N200T15P1W10SD_SF1.dat;randdpheurmc;461816.33890900033;437723.4660030004;437723.4660030004;0.0;49.47085094451904;15;49.871428571428574 
instances/N200T15/N200T15P1W10SD_SF2.dat;randdpheurmc;451282.13223700004;426390.9581620003;426390.9581620003;0.0;143.71237301826477;21;44.952380952380956 
instances/N200T15/N200T15P1W10SD_SF3.dat;randdpheurmc;429142.78454699984;404574.0914959978;404574.091496;5.467209001280375e-13;71.88724493980408;7;47.24285714285714 
instances/N200T15/N200T15P1W10SD_SF4.dat;randdpheurmc;424792.90291000006;397582.40208399866;397582.4020840003;4.0993124872582865e-13;81.30427980422974;5;42.76190476190476 
instances/N200T15/N200T15P1W10SD_SF5.dat;randdpheurmc;428399.4449999998;404294.98576300044;404294.98576300044;0.0;53.14360308647156;11;44.952380952380956 
instances/N200T15/N200T15P1W10SD_DF1.dat;randdpheurmc;418755.8122550001;395628.80157899833;395628.80157899985;3.825300831764531e-13;29.932560920715332;0;57.34761904761905 
instances/N200T15/N200T15P1W10SD_DF2.dat;randdpheurmc;422887.5314010001;397794.94967799983;397794.94967799983;0.0;16.77249813079834;0;57.480952380952374 
instances/N200T15/N200T15P1W10SD_DF3.dat;randdpheurmc;422158.7216660001;397530.59334899986;397530.59334899986;0.0;15.273876905441284;0;55.74761904761905 
instances/N200T15/N200T15P1W10SD_DF4.dat;randdpheurmc;422358.53406200005;395189.94674299983;395189.94674299983;0.0;18.789021015167236;0;56.93333333333334 
instances/N200T15/N200T15P1W10SD_DF5.dat;randdpheurmc;430120.8205159998;407909.5255239984;407909.52552399965;2.996647056997685e-13;80.54052209854126;3;59.423809523809524 
instances/N200T15/N200T15P1W10DD_SF1.dat;randdpheurmc;423340.813841;399185.77651600016;399185.77651600016;0.0;117.76405000686646;3;54.99523809523809 
instances/N200T15/N200T15P1W10DD_SF2.dat;randdpheurmc;438173.1991109999;412406.3281289998;412406.3281289998;0.0;55.19472789764404;0;53.542857142857144 
instances/N200T15/N200T15P1W10DD_SF3.dat;randdpheurmc;441215.6792490001;417423.8763479998;417423.8763479998;0.0;159.5909240245819;5;52.59047619047619 
instances/N200T15/N200T15P1W10DD_SF4.dat;randdpheurmc;449598.2815439999;427403.6184519996;427403.6184519996;0.0;61.470109939575195;7;52.58571428571429 
instances/N200T15/N200T15P1W10DD_SF5.dat;randdpheurmc;451648.17281500006;428298.985661;428298.985661;0.0;131.41901183128357;5;58.43809523809524 
instances/N200T15/N200T15P1W10DD_DF1.dat;randdpheurmc;429626.91284699994;410024.56850799965;410024.5685079999;5.6784559154856335e-14;11.024768114089966;0;56.233333333333334 
instances/N200T15/N200T15P1W10DD_DF2.dat;randdpheurmc;434544.28574400005;412699.361825;412699.361825;0.0;29.61565399169922;0;60.4 
instances/N200T15/N200T15P1W10DD_DF3.dat;randdpheurmc;421503.4651820001;397518.89502099936;397518.89502099983;1.1714192536260187e-13;22.512813806533813;0;59.46190476190476 
instances/N200T15/N200T15P1W10DD_DF4.dat;randdpheurmc;420338.66783100006;398613.0494759997;398613.049476;7.301273878261733e-14;13.351224899291992;0;63.17619047619048 
instances/N200T15/N200T15P1W10DD_DF5.dat;randdpheurmc;426038.159964;400282.74383799994;400282.74383799994;0.0;19.510321855545044;0;66.9095238095238 
instances/N200T15/N200T15P1W15SD_SF1.dat;randdpheurmc;458100.2534429999;428059.8889319983;428059.8889319996;3.1275441489039503e-13;80.00607395172119;5;42.095238095238095 
instances/N200T15/N200T15P1W15SD_SF2.dat;randdpheurmc;500850.00849100016;466550.54602500057;466550.54602500057;0.0;118.42050004005432;1;44.87619047619047 
instances/N200T15/N200T15P1W15SD_SF3.dat;randdpheurmc;488237.11250200006;458666.2694699998;458666.2694699998;0.0;82.0933129787445;9;50.3 
instances/N200T15/N200T15P1W15SD_SF4.dat;randdpheurmc;478930.6803150001;450126.1480609999;450126.1480609999;0.0;117.65193605422974;51;43.180952380952384 
instances/N200T15/N200T15P1W15SD_SF5.dat;randdpheurmc;475569.0996050001;441859.5313030002;441859.5313030002;0.0;98.92266607284546;1;39.800000000000004 
instances/N200T15/N200T15P1W15SD_DF1.dat;randdpheurmc;473456.9441139999;448546.98587899964;448546.98587899964;0.0;15.788107872009277;0;60.43333333333333 
instances/N200T15/N200T15P1W15SD_DF2.dat;randdpheurmc;463118.9814779999;435867.4297199995;435867.4297200001;1.3354441498613427e-13;31.627960920333862;0;58.9952380952381 
instances/N200T15/N200T15P1W15SD_DF3.dat;randdpheurmc;459619.42128699995;433448.65724700014;433448.65724700014;0.0;19.939085006713867;1;55.50000000000001 
instances/N200T15/N200T15P1W15SD_DF4.dat;randdpheurmc;456329.8350880003;431737.6007559999;431737.6007559999;0.0;23.720733165740967;0;56.61904761904763 
instances/N200T15/N200T15P1W15SD_DF5.dat;randdpheurmc;467495.3845910001;435230.94211900013;435230.9421190002;1.3373971214011792e-14;19.303876161575317;1;56.92857142857143 
instances/N200T15/N200T15P1W15DD_SF1.dat;randdpheurmc;476196.00651499996;448320.89379799995;448320.89379799995;0.0;91.7632851600647;7;52.95238095238095 
instances/N200T15/N200T15P1W15DD_SF2.dat;randdpheurmc;470762.32209500007;446101.3546370001;446101.3546370001;0.0;74.02400803565979;3;54.06666666666666 
instances/N200T15/N200T15P1W15DD_SF3.dat;randdpheurmc;477723.9164010001;451616.24486599985;451616.24486599985;0.0;38.63768410682678;1;53.166666666666664 
instances/N200T15/N200T15P1W15DD_SF4.dat;randdpheurmc;456545.48771599995;431715.40726799995;431715.40726799995;0.0;56.633769035339355;3;56.93333333333334 
instances/N200T15/N200T15P1W15DD_SF5.dat;randdpheurmc;463888.07923199993;438458.52901600004;438458.52901600004;0.0;107.5184850692749;1;53.49047619047619 
instances/N200T15/N200T15P1W15DD_DF1.dat;randdpheurmc;456562.39279199997;431852.88343599916;431852.88343603397;8.060194237746544e-12;96.19123697280884;3;64.06190476190477 
instances/N200T15/N200T15P1W15DD_DF2.dat;randdpheurmc;477696.7329569999;452163.14540200005;452163.14540200005;0.0;27.234370946884155;0;60.81428571428571 
instances/N200T15/N200T15P1W15DD_DF3.dat;randdpheurmc;456673.54919599975;435016.84511299984;435016.845113;4.0141659961476234e-14;7.580611944198608;0;62.31428571428571 
instances/N200T15/N200T15P1W15DD_DF4.dat;randdpheurmc;464300.7550549999;436364.93764899974;436364.93764899997;5.335686338785364e-14;15.84815001487732;0;62.79523809523809 
instances/N200T15/N200T15P1W15DD_DF5.dat;randdpheurmc;449037.5433849999;424737.83354599925;424737.83354600007;1.9186123496113924e-13;14.59144401550293;0;63.03809523809524 
instances/N200T15/N200T15P1W20SD_SF1.dat;randdpheurmc;575667.5609019997;535690.2716149995;535690.2716150002;1.3039100539492604e-13;86.6271619796753;1;46.96666666666667 
instances/N200T15/N200T15P1W20SD_SF2.dat;randdpheurmc;507692.82788900024;474284.1053340001;474284.1053340002;2.4545482447688787e-14;99.53373312950134;1;46.75714285714286 
