instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N200T30/N200T30P1W5SD_SF1.dat;803704.7522740004;852639.5727479014;2.250094;1;0.2 
instances/N200T30/N200T30P1W5SD_SF2.dat;754265.3914879998;799841.8506879606;2.286665889;1;0.2 
instances/N200T30/N200T30P1W5SD_SF3.dat;794009.8875120005;830750.7848296504;2.309029184;1;0.2 
instances/N200T30/N200T30P1W5SD_SF4.dat;742012.1115259983;775261.7450564734;2.289684868;1;0.2 
instances/N200T30/N200T30P1W5SD_SF5.dat;729305.2894680002;761189.722688509;2.216259963;1;0.2 
instances/N200T30/N200T30P1W5SD_DF1.dat;769006.7435989985;775117.642055446;2.164752199;1;0.2 
instances/N200T30/N200T30P1W5SD_DF2.dat;753759.7805649999;759564.011927638;2.15204265;1;0.2 
instances/N200T30/N200T30P1W5SD_DF3.dat;752924.1339870002;759245.9835230923;2.235043927;1;0.2 
instances/N200T30/N200T30P1W5SD_DF4.dat;757896.917497999;763891.3177187619;2.226912853;1;0.2 
instances/N200T30/N200T30P1W5SD_DF5.dat;758566.1623399996;765981.0013164653;2.26337821;1;0.2 
instances/N200T30/N200T30P1W5DD_SF1.dat;814352.5868940003;821904.8514248664;2.341880695;1;0.2 
instances/N200T30/N200T30P1W5DD_SF2.dat;752814.9033939997;762936.0174014952;2.231671073;1;0.2 
instances/N200T30/N200T30P1W5DD_SF3.dat;729552.0412489997;740720.6378813074;2.329674172;1;0.2 
instances/N200T30/N200T30P1W5DD_SF4.dat;768516.0211989996;779289.6698261553;2.312810849;1;0.2 
instances/N200T30/N200T30P1W5DD_SF5.dat;788634.2997179999;798829.2708136297;2.196516496;1;0.2 
instances/N200T30/N200T30P1W5DD_DF1.dat;738518.1065330002;743058.0293160643;2.186736661;1;0.2 
instances/N200T30/N200T30P1W5DD_DF2.dat;741237.7319749999;746872.6408197976;2.256150708;1;0.2 
instances/N200T30/N200T30P1W5DD_DF3.dat;772271.0188780004;778644.9373720442;2.193478656;1;0.2 
instances/N200T30/N200T30P1W5DD_DF4.dat;765014.2888790001;771005.0349595862;2.344789274;1;0.2 
instances/N200T30/N200T30P1W5DD_DF5.dat;743865.0186820002;755937.2400838584;2.274183176;1;0.2 
instances/N200T30/N200T30P1W10SD_SF1.dat;906527.648416999;930681.4199190036;2.287836133;1;0.2 
instances/N200T30/N200T30P1W10SD_SF2.dat;889481.9096449991;923848.9394235259;2.317037174;1;0.2 
instances/N200T30/N200T30P1W10SD_SF3.dat;884765.6318669996;915722.783974837;2.42747007;1;0.2 
instances/N200T30/N200T30P1W10SD_SF4.dat;916503.8784300007;941572.7518316149;2.348548951;1;0.2 
instances/N200T30/N200T30P1W10SD_SF5.dat;856952.7544699996;885725.2936042702;2.319440015;1;0.2 
instances/N200T30/N200T30P1W10SD_DF1.dat;875578.3572899997;890041.5271574194;2.310586542;1;0.2 
instances/N200T30/N200T30P1W10SD_DF2.dat;885594.9434710002;895027.8440605167;2.238406354;1;0.2 
instances/N200T30/N200T30P1W10SD_DF3.dat;839608.022768;846702.6615811582;2.291898449;1;0.2 
instances/N200T30/N200T30P1W10SD_DF4.dat;837755.7784740007;850789.324819308;2.242149734;1;0.2 
instances/N200T30/N200T30P1W10SD_DF5.dat;871697.7762410004;881885.6463628543;2.250995672;1;0.2 
instances/N200T30/N200T30P1W10DD_SF1.dat;900605.3064770002;911705.0713977283;2.284123735;1;0.2 
instances/N200T30/N200T30P1W10DD_SF2.dat;909648.9968889998;922801.0509150323;2.326126648;1;0.2 
instances/N200T30/N200T30P1W10DD_SF3.dat;901357.7721119998;913807.8881325775;2.268234042;1;0.2 
instances/N200T30/N200T30P1W10DD_SF4.dat;913769.6732969997;924731.0179064783;2.410112627;1;0.2 
instances/N200T30/N200T30P1W10DD_SF5.dat;904633.7860159993;917259.0392349566;2.443746908;1;0.2 
instances/N200T30/N200T30P1W10DD_DF1.dat;845084.0611129999;855565.83637944;2.356340764;1;0.2 
instances/N200T30/N200T30P1W10DD_DF2.dat;852449.2981659996;862292.2876786483;2.450859939;1;0.2 
instances/N200T30/N200T30P1W10DD_DF3.dat;851054.7497860002;858626.8402391103;2.289623196;1;0.2 
instances/N200T30/N200T30P1W10DD_DF4.dat;862158.8898220009;870949.4777499039;2.267590614;1;0.2 
instances/N200T30/N200T30P1W10DD_DF5.dat;869967.5646959998;879819.2171194005;2.392470085;1;0.2 
instances/N200T30/N200T30P1W15SD_SF1.dat;947254.245253999;966049.0361789501;2.418329314;1;0.2 
instances/N200T30/N200T30P1W15SD_SF2.dat;961367.0383249997;986789.7769244623;2.307749592;1;0.2 
instances/N200T30/N200T30P1W15SD_SF3.dat;977389.0381990003;1.0020609615509924e6;2.338012263;1;0.2 
instances/N200T30/N200T30P1W15SD_SF4.dat;1.0064412664890001e6;1.0259566027000184e6;2.349617418;1;0.2 
instances/N200T30/N200T30P1W15SD_SF5.dat;943386.0551359997;970852.1676521925;2.454395064;1;0.2 
instances/N200T30/N200T30P1W15SD_DF1.dat;928107.8845959996;935434.4984779495;2.289769629;1;0.2 
instances/N200T30/N200T30P1W15SD_DF2.dat;935417.128216999;950097.438968298;2.323971945;1;0.2 
instances/N200T30/N200T30P1W15SD_DF3.dat;954548.6715479995;961889.1209233799;2.31358358;1;0.2 
