instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N100T30/N100T30P1W5SD_SF1.dat;546760.0881889999;555938.7899291893;1.285637677;1;0.2 
instances/N100T30/N100T30P1W5SD_SF2.dat;500432.1246989998;511406.95982004364;1.293083918;1;0.2 
instances/N100T30/N100T30P1W5SD_SF3.dat;553279.83981;561890.5922419439;1.35530637;1;0.2 
instances/N100T30/N100T30P1W5SD_SF4.dat;503321.46328399965;515253.9440103848;1.329507499;1;0.2 
instances/N100T30/N100T30P1W5SD_SF5.dat;492440.67342400015;501306.8755112304;1.347612798;1;0.2 
instances/N100T30/N100T30P1W5SD_DF1.dat;486410.75393999997;491448.9731990301;1.269560613;1;0.2 
instances/N100T30/N100T30P1W5SD_DF2.dat;510898.48312699975;516616.9039557438;1.305768844;1;0.2 
instances/N100T30/N100T30P1W5SD_DF3.dat;506698.53938799974;514232.9124825658;1.313807958;1;0.2 
instances/N100T30/N100T30P1W5SD_DF4.dat;495371.36306599964;506289.62268863374;1.309868156;1;0.2 
instances/N100T30/N100T30P1W5SD_DF5.dat;539545.891308;545246.8116339543;1.276497302;1;0.2 
instances/N100T30/N100T30P1W5DD_SF1.dat;552618.305383;561428.2696943901;1.339767201;1;0.2 
instances/N100T30/N100T30P1W5DD_SF2.dat;560452.7029150001;568330.1497829243;1.323241544;1;0.2 
instances/N100T30/N100T30P1W5DD_SF3.dat;496810.607328;507356.9324734541;1.304755047;1;0.2 
instances/N100T30/N100T30P1W5DD_SF4.dat;484071.5072299999;489804.5152500454;1.370729304;1;0.2 
instances/N100T30/N100T30P1W5DD_SF5.dat;522263.970307;532107.6216505788;1.303600211;1;0.2 
instances/N100T30/N100T30P1W5DD_DF1.dat;503594.9188410001;514575.30991203414;1.30341176;1;0.2 
instances/N100T30/N100T30P1W5DD_DF2.dat;495610.573047;500400.74690502236;1.255430689;1;0.2 
instances/N100T30/N100T30P1W5DD_DF3.dat;494757.36287500005;499414.6416377225;1.274287719;1;0.2 
instances/N100T30/N100T30P1W5DD_DF4.dat;502253.35873400007;514145.98804655817;1.274404331;1;0.2 
instances/N100T30/N100T30P1W5DD_DF5.dat;496084.34452599986;506456.32429564744;1.353758283;1;0.2 
instances/N100T30/N100T30P1W10SD_SF1.dat;635038.206585;644655.2695849279;1.334675235;1;0.2 
instances/N100T30/N100T30P1W10SD_SF2.dat;617307.7859550004;628458.4018717697;1.348653774;1;0.2 
instances/N100T30/N100T30P1W10SD_SF3.dat;584657.1688909996;595767.5966918059;1.341313001;1;0.2 
instances/N100T30/N100T30P1W10SD_SF4.dat;599393.626476;612571.4358846818;1.325350887;1;0.2 
instances/N100T30/N100T30P1W10SD_SF5.dat;586660.9443100002;601379.5587231705;1.3412149;1;0.2 
instances/N100T30/N100T30P1W10SD_DF1.dat;552300.748599;561571.2218874141;1.329242437;1;0.2 
instances/N100T30/N100T30P1W10SD_DF2.dat;554474.3956209999;563862.976827428;1.299971406;1;0.2 
instances/N100T30/N100T30P1W10SD_DF3.dat;583467.3962880003;589248.8728861825;1.319900577;1;0.2 
instances/N100T30/N100T30P1W10SD_DF4.dat;574985.9967379996;585027.8143705239;1.334427148;1;0.2 
instances/N100T30/N100T30P1W10SD_DF5.dat;560604.0283469995;566568.5299701;1.31909617;1;0.2 
instances/N100T30/N100T30P1W10DD_SF1.dat;608114.9755310001;619833.226993828;1.307188527;1;0.2 
instances/N100T30/N100T30P1W10DD_SF2.dat;630712.3146819999;645391.2169575;1.300445513;1;0.2 
instances/N100T30/N100T30P1W10DD_SF3.dat;653761.699639;662840.9525579861;1.328768027;1;0.2 
instances/N100T30/N100T30P1W10DD_SF4.dat;594467.0528160001;603462.9372238333;1.371656366;1;0.2 
instances/N100T30/N100T30P1W10DD_SF5.dat;635101.8611089998;645925.3011191143;1.29726443;1;0.2 
instances/N100T30/N100T30P1W10DD_DF1.dat;576080.0700749999;585626.174004508;1.320370419;1;0.2 
instances/N100T30/N100T30P1W10DD_DF2.dat;566869.7041160001;575437.0481419761;1.28141163;1;0.2 
instances/N100T30/N100T30P1W10DD_DF3.dat;575573.359583;580176.8658871672;1.273307285;1;0.2 
instances/N100T30/N100T30P1W10DD_DF4.dat;574645.7536599999;581291.1005873998;1.318876904;1;0.2 
instances/N100T30/N100T30P1W10DD_DF5.dat;580162.4591319999;587130.3896780562;1.285702594;1;0.2 
instances/N100T30/N100T30P1W15SD_SF1.dat;635266.4198049997;646709.4172899366;1.323151174;1;0.2 
instances/N100T30/N100T30P1W15SD_SF2.dat;646636.460125;660234.3118624437;1.394373333;1;0.2 
instances/N100T30/N100T30P1W15SD_SF3.dat;711210.41268;727845.6900860659;1.445955255;1;0.2 
instances/N100T30/N100T30P1W15SD_SF4.dat;666304.639366;679534.7439721156;1.393061896;1;0.2 
instances/N100T30/N100T30P1W15SD_SF5.dat;625913.0319869996;637932.330986496;1.354986145;1;0.2 
instances/N100T30/N100T30P1W15SD_DF1.dat;653182.2942880002;658587.5926928143;1.376390513;1;0.2 
instances/N100T30/N100T30P1W15SD_DF2.dat;618044.5620710003;626354.4895128199;1.338937078;1;0.2 
instances/N100T30/N100T30P1W15SD_DF3.dat;625830.3211439997;634998.5109968554;1.367687041;1;0.2 
instances/N100T30/N100T30P1W15SD_DF4.dat;605014.9579859998;609506.7648448964;1.384031121;1;0.2 
instances/N100T30/N100T30P1W15SD_DF5.dat;593169.3489910002;600078.5447912576;1.325769983;1;0.2 
instances/N100T30/N100T30P1W15DD_SF1.dat;686703.684861;698594.7328215939;1.419958012;1;0.2 
instances/N100T30/N100T30P1W15DD_SF2.dat;670975.803049;684038.8223979095;1.33142324;1;0.2 
instances/N100T30/N100T30P1W15DD_SF3.dat;673519.5141909999;681882.2850128133;1.407118864;1;0.2 
instances/N100T30/N100T30P1W15DD_SF4.dat;658868.3067089999;669968.0333834073;1.314248734;1;0.2 
instances/N100T30/N100T30P1W15DD_SF5.dat;664443.8615900003;674819.6256111118;1.396065276;1;0.2 
instances/N100T30/N100T30P1W15DD_DF1.dat;634618.8122439999;640522.9275987241;1.317917748;1;0.2 
instances/N100T30/N100T30P1W15DD_DF2.dat;638328.8820330001;641175.8639826779;1.378630991;1;0.2 
instances/N100T30/N100T30P1W15DD_DF3.dat;624927.5346100002;633713.3312248746;1.333016802;1;0.2 
instances/N100T30/N100T30P1W15DD_DF4.dat;629515.2869749998;639944.5561002425;1.363767933;1;0.2 
instances/N100T30/N100T30P1W15DD_DF5.dat;635626.067278;640886.7845896902;1.38773871;1;0.2 
instances/N100T30/N100T30P1W20SD_SF1.dat;766927.3570740005;779012.60609785;1.439518477;1;0.2 
instances/N100T30/N100T30P1W20SD_SF2.dat;751616.3162199997;765227.5084767113;1.449076731;1;0.2 
instances/N100T30/N100T30P1W20SD_SF3.dat;764638.8446740003;778193.7646180583;1.445226184;1;0.2 
