instance;form;bestbound;bestsol;gap;time;numnodes
instances/N50T30/N50T30P1W5SD_SF1.dat;3level;347061.5418498505;388454.6482879797;10.655840165784952;3600.0039398670197;5971 
instances/N50T30/N50T30P1W5SD_SF2.dat;3level;301180.4584737257;333654.7402039988;9.732899856425865;3600.004826784134;4414 
instances/N50T30/N50T30P1W5SD_SF3.dat;3level;325177.67414617585;363757.28813600045;10.60586694702886;3600.003538131714;5942 
instances/N50T30/N50T30P1W5SD_SF4.dat;3level;363511.7765630653;404860.8911460004;10.213165926175826;3600.0132398605347;5619 
instances/N50T30/N50T30P1W5SD_SF5.dat;3level;348435.2752906411;391376.2170229972;10.971781080359538;3600.01602602005;5522 
instances/N50T30/N50T30P1W5SD_DF1.dat;3level;306148.36317779584;331301.8066420102;7.592304949726419;3600.0030810832977;4126 
instances/N50T30/N50T30P1W5SD_DF2.dat;3level;327332.90923087683;354583.06006800913;7.685124842654838;3600.009297132492;2867 
instances/N50T30/N50T30P1W5SD_DF3.dat;3level;312283.9097402631;343164.8792650116;8.998872376126945;3600.0136590003967;3808 
instances/N50T30/N50T30P1W5SD_DF4.dat;3level;323489.82398867357;331907.97437900247;2.536290490181563;3600.0081539154053;5131 
instances/N50T30/N50T30P1W5SD_DF5.dat;3level;309172.9945347561;338009.69968202;8.531324744346623;3600.008018016815;3143 
instances/N50T30/N50T30P1W5DD_SF1.dat;3level;347084.53134360217;382869.93295402086;9.34662101416989;3600.002336025238;3456 
instances/N50T30/N50T30P1W5DD_SF2.dat;3level;322202.5581460083;357403.5289909964;9.849083176197428;3600.0102128982544;2423 
instances/N50T30/N50T30P1W5DD_SF3.dat;3level;359427.1825830916;394277.41107142786;8.839012205551574;3600.009441137314;3409 
instances/N50T30/N50T30P1W5DD_SF4.dat;3level;327388.3876946055;361991.82969101064;9.559177627280144;3600.004770040512;2008 
instances/N50T30/N50T30P1W5DD_SF5.dat;3level;323479.27244122326;363004.7988600006;10.888430825957508;3600.0031731128693;2074 
instances/N50T30/N50T30P1W5DD_DF1.dat;3level;348413.8615429995;348413.8615429995;0.0;3399.916729927063;9889 
instances/N50T30/N50T30P1W5DD_DF2.dat;3level;341699.23614800023;341699.23614800023;0.0;3147.288192987442;11848 
instances/N50T30/N50T30P1W5DD_DF3.dat;3level;314243.174304098;334128.114862005;5.951292235949516;3600.0041830539703;2953 
instances/N50T30/N50T30P1W5DD_DF4.dat;3level;310765.8813660634;332286.26613600296;6.476459295230519;3600.0038878917694;1648 
instances/N50T30/N50T30P1W5DD_DF5.dat;3level;315560.5724939167;337252.3974239966;6.431926087335924;3600.007516145706;3040 
instances/N50T30/N50T30P1W10SD_SF1.dat;3level;423268.2295413709;459634.2098829973;7.911939442210715;3600.0072350502014;5147 
instances/N50T30/N50T30P1W10SD_SF2.dat;3level;374825.5342771434;412939.5798359936;9.229932760135961;3600.007350921631;10098 
instances/N50T30/N50T30P1W10SD_SF3.dat;3level;371943.04577330645;409749.936133996;9.226820318118603;3600.006551027298;11918 
instances/N50T30/N50T30P1W10SD_SF4.dat;3level;410464.2402564349;447390.6062250027;8.253719558429149;3600.00820684433;5663 
instances/N50T30/N50T30P1W10SD_SF5.dat;3level;389734.80750409554;426983.9810270011;8.723787115692765;3600.0039081573486;6857 
instances/N50T30/N50T30P1W10SD_DF1.dat;3level;365364.4173797831;391424.73847301526;6.6578114594636775;3600.003147125244;4006 
instances/N50T30/N50T30P1W10SD_DF2.dat;3level;387001.4076756569;422599.36095500004;8.423570068562823;3600.004651069641;3047 
instances/N50T30/N50T30P1W10SD_DF3.dat;3level;376193.8719337513;407462.8828989996;7.674075916504813;3600.0037360191345;3393 
instances/N50T30/N50T30P1W10SD_DF4.dat;3level;345343.0694870624;372016.9381350056;7.170068325830692;3600.0030419826508;6256 
instances/N50T30/N50T30P1W10SD_DF5.dat;3level;353120.575923001;384725.0350650009;8.214817405022833;3600.0067529678345;6237 
instances/N50T30/N50T30P1W10DD_SF1.dat;3level;373528.84188142954;405056.4489070036;7.783509461618881;3600.0092420578003;4476 
instances/N50T30/N50T30P1W10DD_SF2.dat;3level;381081.7889176886;412163.7014100049;7.541157163036348;3600.009130001068;3372 
instances/N50T30/N50T30P1W10DD_SF3.dat;3level;372781.8029177429;410342.0534949956;9.153400256527869;3600.0035037994385;2260 
instances/N50T30/N50T30P1W10DD_SF4.dat;3level;386189.27077480976;421905.0597729975;8.465361618892254;3600.004709005356;3023 
instances/N50T30/N50T30P1W10DD_SF5.dat;3level;365693.1594143265;395952.1464856797;7.642081837393856;3600.006003141403;3372 
instances/N50T30/N50T30P1W10DD_DF1.dat;3level;367334.0429617448;387947.66737200215;5.313506471090847;3600.0035259723663;2465 
instances/N50T30/N50T30P1W10DD_DF2.dat;3level;370112.6885607907;390293.4144940078;5.170654995391163;3600.0151150226593;7449 
instances/N50T30/N50T30P1W10DD_DF3.dat;3level;375802.7932846805;401067.236331003;6.29930364729958;3600.0040872097015;2942 
instances/N50T30/N50T30P1W10DD_DF4.dat;3level;367609.608012062;387515.1453749988;5.136712100290743;3600.0036499500275;3536 
instances/N50T30/N50T30P1W10DD_DF5.dat;3level;376277.99875224417;393404.50016599876;4.353407601216557;3600.0079870224;4441 
instances/N50T30/N50T30P1W15SD_SF1.dat;3level;400477.76481640886;425529.9298389976;5.887286243782527;3600.0027549266815;13381 
instances/N50T30/N50T30P1W15SD_SF2.dat;3level;432610.0954232915;464190.41897599975;6.803312231728994;3600.00364613533;8746 
instances/N50T30/N50T30P1W15SD_SF3.dat;3level;456218.1736871869;469609.5561450032;2.8515992237775856;3600.0030109882355;8205 
instances/N50T30/N50T30P1W15SD_SF4.dat;3level;399360.7229849294;427248.76176099665;6.527353914642322;3600.003391981125;10477 
instances/N50T30/N50T30P1W15SD_SF5.dat;3level;449885.12724857277;494983.43601099245;9.111074327226204;3600.0179641246796;15296 
instances/N50T30/N50T30P1W15SD_DF1.dat;3level;381202.92842248164;402274.0697169985;5.2380063446148775;3600.0026319026947;4755 
instances/N50T30/N50T30P1W15SD_DF2.dat;3level;398096.41851249733;423908.7139580032;6.089116499752612;3600.003664970398;4831 
instances/N50T30/N50T30P1W15SD_DF3.dat;3level;441663.69694162824;443237.2893732602;0.35502257354227906;3600.0342679023743;69508 
instances/N50T30/N50T30P1W15SD_DF4.dat;3level;419347.3449936824;452790.04244900314;7.385917162497522;3600.0044219493866;5152 
instances/N50T30/N50T30P1W15SD_DF5.dat;3level;438070.3980488187;440686.22330400033;0.5935799933952451;3600.0049390792847;25059 
instances/N50T30/N50T30P1W15DD_SF1.dat;3level;427224.3457040048;457157.80142999906;6.547729390674682;3600.0028698444366;5395 
instances/N50T30/N50T30P1W15DD_SF2.dat;3level;438705.6157264158;470931.3580730016;6.84298078566055;3600.008640050888;6279 
instances/N50T30/N50T30P1W15DD_SF3.dat;3level;423148.64325635834;453655.90596400254;6.724758193727768;3600.0079069137573;5471 
instances/N50T30/N50T30P1W15DD_SF4.dat;3level;416532.1795528505;449681.6885170038;7.371772035787447;3600.00580906868;3339 
instances/N50T30/N50T30P1W15DD_SF5.dat;3level;412568.50920553034;440909.5990869998;6.427868647032383;3600.0266618728638;4135 
instances/N50T30/N50T30P1W15DD_DF1.dat;3level;433375.50787802535;437183.5176040013;0.8710323176971181;3600.0024359226227;29994 
instances/N50T30/N50T30P1W15DD_DF2.dat;3level;403495.649413681;431616.68099599914;6.5152791401449095;3600.009799003601;5206 
