instance;form;bestbound;bestsol;gap;time;numnodes
instances/N100T15/N100T15P1W5SD_SF1.dat;3level;262412.31716699916;262412.31716700125;7.985432297948307e-13;35.08248686790466;1655 
instances/N100T15/N100T15P1W5SD_SF2.dat;3level;257555.8762159984;257555.87621600006;6.441003639313451e-13;74.03443598747253;3411 
instances/N100T15/N100T15P1W5SD_SF3.dat;3level;254322.085717999;254322.08571799955;2.1743010526073392e-13;33.97104001045227;2591 
instances/N100T15/N100T15P1W5SD_SF4.dat;3level;251512.82015199892;251512.82015200047;6.132900157036459e-13;144.90288996696472;14977 
instances/N100T15/N100T15P1W5SD_SF5.dat;3level;255490.53552099864;255490.53552099885;7.973947558632423e-14;41.645129919052124;1311 
instances/N100T15/N100T15P1W5SD_DF1.dat;3level;227127.86786799913;227127.86786800038;5.509956666202059e-13;28.686458110809326;393 
instances/N100T15/N100T15P1W5SD_DF2.dat;3level;229352.9129499992;229352.91295000096;7.613724216289772e-13;31.392159938812256;70 
instances/N100T15/N100T15P1W5SD_DF3.dat;3level;249138.55943999847;249138.55943999946;3.9718068441639863e-13;31.77380681037903;297 
instances/N100T15/N100T15P1W5SD_DF4.dat;3level;228227.34507299904;228227.34507300134;1.007417671772212e-12;25.897926092147827;36 
instances/N100T15/N100T15P1W5SD_DF5.dat;3level;240427.05919599882;240427.0591960016;1.149980331929162e-12;37.21772789955139;131 
instances/N100T15/N100T15P1W5DD_SF1.dat;3level;253610.78568199868;253610.78568200237;1.4574247929028368e-12;42.527095079422;1078 
instances/N100T15/N100T15P1W5DD_SF2.dat;3level;224369.23259599862;224369.23259599943;3.631991977509102e-13;33.230130195617676;1163 
instances/N100T15/N100T15P1W5DD_SF3.dat;3level;249331.42587399858;249331.42587399925;2.6847321718809464e-13;36.32114100456238;2925 
instances/N100T15/N100T15P1W5DD_SF4.dat;3level;243046.06047199882;243046.06047199937;2.275176884595695e-13;24.97822594642639;165 
instances/N100T15/N100T15P1W5DD_SF5.dat;3level;241477.3684069988;241477.3684070093;4.338865804916569e-12;32.986361026763916;170 
instances/N100T15/N100T15P1W5DD_DF1.dat;3level;237495.90997299855;237495.90997299855;0.0;42.83840894699097;375 
instances/N100T15/N100T15P1W5DD_DF2.dat;3level;238998.6090049986;238998.6090049994;3.287899563948393e-13;34.1380569934845;117 
instances/N100T15/N100T15P1W5DD_DF3.dat;3level;234928.48691198003;234928.5734769993;3.684737790325761e-5;26.230972051620483;34 
instances/N100T15/N100T15P1W5DD_DF4.dat;3level;250734.3467729984;250734.34677300014;6.964461988867261e-13;32.17383098602295;202 
instances/N100T15/N100T15P1W5DD_DF5.dat;3level;253296.63327399793;253296.63327399793;0.0;39.1308331489563;319 
instances/N100T15/N100T15P1W10SD_SF1.dat;3level;299306.63417599886;299306.6341759997;2.7226501511802715e-13;62.99943995475769;8116 
instances/N100T15/N100T15P1W10SD_SF2.dat;3level;281239.5131299976;281239.51312999765;2.0696828929070865e-14;52.711642026901245;4296 
instances/N100T15/N100T15P1W10SD_SF3.dat;3level;302238.67798999883;302238.67798999936;1.7332955255929908e-13;42.77607583999634;740 
instances/N100T15/N100T15P1W10SD_SF4.dat;3level;305819.0230879995;305819.02308800194;7.994014674692563e-13;43.458357095718384;1324 
instances/N100T15/N100T15P1W10SD_SF5.dat;3level;259436.37839999926;259436.3784000003;4.038515735164194e-13;50.681366205215454;3273 
instances/N100T15/N100T15P1W10SD_DF1.dat;3level;276419.1189619987;276419.1189620014;9.686567311530924e-13;41.356666803359985;781 
instances/N100T15/N100T15P1W10SD_DF2.dat;3level;271997.8001029976;271997.8001029976;0.0;28.602936029434204;92 
instances/N100T15/N100T15P1W10SD_DF3.dat;3level;274796.14419099846;274796.1441910012;9.95559843456696e-13;46.77257204055786;633 
instances/N100T15/N100T15P1W10SD_DF4.dat;3level;269057.8851430189;269057.8851430189;0.0;27.52136492729187;131 
instances/N100T15/N100T15P1W10SD_DF5.dat;3level;259726.7508919987;259726.7508920019;1.232611326806265e-12;17.17386794090271;17 
instances/N100T15/N100T15P1W10DD_SF1.dat;3level;296423.4229349996;296423.42293499975;5.890998120573416e-14;52.049022912979126;3528 
instances/N100T15/N100T15P1W10DD_SF2.dat;3level;276839.7646579988;276839.764657999;6.307727611173458e-14;70.34241819381714;4192 
instances/N100T15/N100T15P1W10DD_SF3.dat;3level;272890.692576999;272890.69257700007;3.839405025317157e-13;52.99219012260437;517 
instances/N100T15/N100T15P1W10DD_SF4.dat;3level;276074.13249399984;276074.13249399996;4.2168138237096486e-14;53.602473974227905;1619 
instances/N100T15/N100T15P1W10DD_SF5.dat;3level;280946.048504999;280946.0485049997;2.486213757689418e-13;65.48735904693604;1135 
instances/N100T15/N100T15P1W10DD_DF1.dat;3level;274028.3362709994;274028.3362709994;0.0;46.20098400115967;131 
instances/N100T15/N100T15P1W10DD_DF2.dat;3level;262567.58954499924;262567.58954499924;0.0;43.39618897438049;34 
instances/N100T15/N100T15P1W10DD_DF3.dat;3level;270810.54186400026;270810.54186400026;0.0;30.902660131454468;83 
instances/N100T15/N100T15P1W10DD_DF4.dat;3level;276389.5875369988;276389.5875369988;0.0;55.63577890396118;259 
instances/N100T15/N100T15P1W10DD_DF5.dat;3level;273554.1729889993;273554.1729889995;8.511317561338481e-14;46.45079779624939;232 
instances/N100T15/N100T15P1W15SD_SF1.dat;3level;309910.33368499886;309910.3336850018;9.578869704952028e-13;64.61154890060425;7696 
instances/N100T15/N100T15P1W15SD_SF2.dat;3level;311844.4464919986;311844.4464920013;8.586179526811548e-13;39.31310796737671;2319 
instances/N100T15/N100T15P1W15SD_SF3.dat;3level;340715.748811999;340715.748811999;0.0;131.25163292884827;7415 
instances/N100T15/N100T15P1W15SD_SF4.dat;3level;319002.2946229998;319002.2946229998;0.0;38.33026313781738;708 
instances/N100T15/N100T15P1W15SD_SF5.dat;3level;325831.5804559987;325831.580455999;8.932169931472909e-14;131.34775614738464;2993 
instances/N100T15/N100T15P1W15SD_DF1.dat;3level;286385.5339325286;286385.5339325286;0.0;27.491785049438477;57 
instances/N100T15/N100T15P1W15SD_DF2.dat;3level;294566.3720829989;294566.37208299915;7.90418274860871e-14;35.5126268863678;122 
instances/N100T15/N100T15P1W15SD_DF3.dat;3level;301935.4548989988;301935.4548990909;3.051735916764518e-11;55.624552965164185;327 
instances/N100T15/N100T15P1W15SD_DF4.dat;3level;301131.00351699896;301131.0035170046;1.8749790100199716e-12;42.90468096733093;625 
instances/N100T15/N100T15P1W15SD_DF5.dat;3level;285732.2728829993;285732.27288299956;8.148559534582505e-14;36.867594957351685;1001 
instances/N100T15/N100T15P1W15DD_SF1.dat;3level;315881.13238299894;315881.1323829993;1.1056246469869906e-13;40.03048300743103;969 
instances/N100T15/N100T15P1W15DD_SF2.dat;3level;304426.35470899974;304426.354709;7.648176317600084e-14;197.93359899520874;5255 
instances/N100T15/N100T15P1W15DD_SF3.dat;3level;328342.82032499637;328342.82032499637;0.0;54.47897410392761;1390 
instances/N100T15/N100T15P1W15DD_SF4.dat;3level;332216.90366599814;332216.90366599814;0.0;47.958101987838745;2299 
instances/N100T15/N100T15P1W15DD_SF5.dat;3level;307784.1265589989;307784.1265590015;8.510330829565738e-13;48.17396783828735;847 
instances/N100T15/N100T15P1W15DD_DF1.dat;3level;296922.2115959992;296922.2115959992;0.0;104.91306495666504;1323 
instances/N100T15/N100T15P1W15DD_DF2.dat;3level;304913.4190209989;304913.419021004;1.6799110307546954e-12;27.346909046173096;58 
instances/N100T15/N100T15P1W15DD_DF3.dat;3level;303676.64148999867;303676.64148999983;3.8335290213873236e-13;31.498637914657593;94 
instances/N100T15/N100T15P1W15DD_DF4.dat;3level;288968.3986479991;288968.3986479991;0.0;55.350043058395386;1198 
instances/N100T15/N100T15P1W15DD_DF5.dat;3level;298465.3148749989;298465.3148750056;2.262269124568102e-12;48.92071890830994;641 
instances/N100T15/N100T15P1W20SD_SF1.dat;3level;351548.9184929992;351549.13601;6.187385446780986e-5;191.4532608985901;36494 
instances/N100T15/N100T15P1W20SD_SF2.dat;3level;353273.6571690389;353273.83124299976;4.927451327273078e-5;177.28516793251038;19944 
instances/N100T15/N100T15P1W20SD_SF3.dat;3level;323299.8871279999;323299.8871279999;0.0;168.2023868560791;10643 
instances/N100T15/N100T15P1W20SD_SF4.dat;3level;358893.76853699895;358893.7685369992;6.487452947511029e-14;141.393208026886;12685 
instances/N100T15/N100T15P1W20SD_SF5.dat;3level;357121.70396099903;357121.70396099915;3.259822086860574e-14;43.89314103126526;3385 
instances/N100T15/N100T15P1W20SD_DF1.dat;3level;327812.50581799867;327812.5058179992;1.5980749328460874e-13;28.43651008605957;264 
instances/N100T15/N100T15P1W20SD_DF2.dat;3level;341327.11527499923;341327.1152749998;1.7053336318320555e-13;33.69521498680115;721 
instances/N100T15/N100T15P1W20SD_DF3.dat;3level;328297.72795600013;328297.72795600013;0.0;24.04540205001831;462 
instances/N100T15/N100T15P1W20SD_DF4.dat;3level;335508.52794999816;335508.52794999816;0.0;38.062166929244995;210 
instances/N100T15/N100T15P1W20SD_DF5.dat;3level;349574.8750369987;349574.8750369996;2.497647788931053e-13;31.18095302581787;520 
instances/N100T15/N100T15P1W20DD_SF1.dat;3level;351180.2814649999;351180.2814649999;0.0;47.22159290313721;3643 
instances/N100T15/N100T15P1W20DD_SF2.dat;3level;363646.3666259989;363646.3666260004;4.001666609069429e-13;39.492332220077515;1836 
instances/N100T15/N100T15P1W20DD_SF3.dat;3level;365668.58330199926;365668.5833019995;6.367258613015129e-14;47.02251386642456;7388 
instances/N100T15/N100T15P1W20DD_SF4.dat;3level;356253.1848959995;356253.18489599985;9.803307880117871e-14;117.06117105484009;3743 
instances/N100T15/N100T15P1W20DD_SF5.dat;3level;344427.5874559991;344427.5874559994;8.449912700576494e-14;67.32821297645569;10386 
instances/N100T15/N100T15P1W20DD_DF1.dat;3level;320278.68424199906;320278.6842419992;3.634813290883031e-14;29.60256004333496;136 
instances/N100T15/N100T15P1W20DD_DF2.dat;3level;348247.72036299855;348247.72036299855;0.0;40.12183380126953;1257 
