instance;bestcost; averagecost; elapsedtime; dptype; dpalpha
instances/N200T15/N200T15P1W5SD_SF1.dat;422273.90934799996;427605.4853789086;1.166126092;1;0.2 
instances/N200T15/N200T15P1W5SD_SF2.dat;398037.62088800006;404644.7439042707;1.225977797;1;0.2 
instances/N200T15/N200T15P1W5SD_SF3.dat;409949.4709409996;416337.6768241395;1.20002097;1;0.2 
instances/N200T15/N200T15P1W5SD_SF4.dat;384658.72712599987;393379.85476966354;1.17256585;1;0.2 
instances/N200T15/N200T15P1W5SD_SF5.dat;390171.63353600027;395579.82236403425;1.193895398;1;0.2 
instances/N200T15/N200T15P1W5SD_DF1.dat;379261.6339390001;384240.0526549502;1.164396129;1;0.2 
instances/N200T15/N200T15P1W5SD_DF2.dat;380660.0130340002;383935.34949947067;1.149759071;1;0.2 
instances/N200T15/N200T15P1W5SD_DF3.dat;381672.50726600026;388856.84580830403;1.138541604;1;0.2 
instances/N200T15/N200T15P1W5SD_DF4.dat;386603.505933;392977.0871300201;1.184293832;1;0.2 
instances/N200T15/N200T15P1W5SD_DF5.dat;388755.84827999986;393727.08802270016;1.149653542;1;0.2 
instances/N200T15/N200T15P1W5DD_SF1.dat;390707.65722200007;395487.85211839253;1.142405532;1;0.2 
instances/N200T15/N200T15P1W5DD_SF2.dat;390727.37815999985;394856.0120394419;1.210209128;1;0.2 
instances/N200T15/N200T15P1W5DD_SF3.dat;399044.63558999996;403865.0404205457;1.161546407;1;0.2 
instances/N200T15/N200T15P1W5DD_SF4.dat;414009.503428;421817.5827560019;1.182033395;1;0.2 
instances/N200T15/N200T15P1W5DD_SF5.dat;398936.849191;404862.3367793103;1.155683666;1;0.2 
instances/N200T15/N200T15P1W5DD_DF1.dat;376397.5678130002;382888.5986130685;1.190382309;1;0.2 
instances/N200T15/N200T15P1W5DD_DF2.dat;384211.25089200004;386256.4245888118;1.138630303;1;0.2 
instances/N200T15/N200T15P1W5DD_DF3.dat;367397.4081370001;370932.01287200005;1.125039654;1;0.2 
instances/N200T15/N200T15P1W5DD_DF4.dat;367308.82515100006;371263.1659029123;1.212648318;1;0.2 
instances/N200T15/N200T15P1W5DD_DF5.dat;380990.92700000026;383614.2501510722;1.152043086;1;0.2 
instances/N200T15/N200T15P1W10SD_SF1.dat;461816.33890900033;469466.60980085854;1.168705435;1;0.2 
instances/N200T15/N200T15P1W10SD_SF2.dat;451282.13223700004;458954.4563994361;1.15584428;1;0.2 
instances/N200T15/N200T15P1W10SD_SF3.dat;429142.78454699984;435341.06540940836;1.170653112;1;0.2 
instances/N200T15/N200T15P1W10SD_SF4.dat;424792.90291000006;430395.05668521853;1.151277427;1;0.2 
instances/N200T15/N200T15P1W10SD_SF5.dat;428399.4449999998;434061.173327654;1.174256326;1;0.2 
instances/N200T15/N200T15P1W10SD_DF1.dat;418755.8122550001;421789.77695929597;1.15613364;1;0.2 
instances/N200T15/N200T15P1W10SD_DF2.dat;422887.5314010001;426080.19734566414;1.129357327;1;0.2 
instances/N200T15/N200T15P1W10SD_DF3.dat;422158.7216660001;428407.1413429681;1.1990198;1;0.2 
instances/N200T15/N200T15P1W10SD_DF4.dat;422358.53406200005;425489.72526636824;1.110324009;1;0.2 
instances/N200T15/N200T15P1W10SD_DF5.dat;430120.8205159998;432345.416347458;1.190680245;1;0.2 
instances/N200T15/N200T15P1W10DD_SF1.dat;423340.813841;427910.6571820102;1.17676565;1;0.2 
instances/N200T15/N200T15P1W10DD_SF2.dat;438173.1991109999;444603.41579625005;1.183798103;1;0.2 
instances/N200T15/N200T15P1W10DD_SF3.dat;441215.6792490001;448049.7282934344;1.172765385;1;0.2 
instances/N200T15/N200T15P1W10DD_SF4.dat;449598.2815439999;455830.1601747098;1.208689246;1;0.2 
instances/N200T15/N200T15P1W10DD_SF5.dat;451648.17281500006;457623.00558574946;1.155560281;1;0.2 
instances/N200T15/N200T15P1W10DD_DF1.dat;429626.91284699994;434716.0579985424;1.188636879;1;0.2 
instances/N200T15/N200T15P1W10DD_DF2.dat;434544.28574400005;437406.12989272794;1.192432228;1;0.2 
instances/N200T15/N200T15P1W10DD_DF3.dat;421503.4651820001;424995.0935142622;1.198723894;1;0.2 
instances/N200T15/N200T15P1W10DD_DF4.dat;420338.66783100006;422725.1382974561;1.111423719;1;0.2 
instances/N200T15/N200T15P1W10DD_DF5.dat;426038.159964;429409.5502679838;1.131464634;1;0.2 
instances/N200T15/N200T15P1W15SD_SF1.dat;458100.2534429999;464881.11451584747;1.203385999;1;0.2 
instances/N200T15/N200T15P1W15SD_SF2.dat;500850.00849100016;506844.5386702143;1.160825169;1;0.2 
instances/N200T15/N200T15P1W15SD_SF3.dat;488237.11250200006;495604.0882139861;1.180661004;1;0.2 
instances/N200T15/N200T15P1W15SD_SF4.dat;478930.6803150001;485350.3766778841;1.222847993;1;0.2 
instances/N200T15/N200T15P1W15SD_SF5.dat;475569.0996050001;482705.5828089101;1.190556787;1;0.2 
instances/N200T15/N200T15P1W15SD_DF1.dat;473456.9441139999;479658.9185707095;1.202394959;1;0.2 
instances/N200T15/N200T15P1W15SD_DF2.dat;463118.9814779999;466532.60350801976;1.19735091;1;0.2 
instances/N200T15/N200T15P1W15SD_DF3.dat;459619.42128699995;466957.36029619793;1.220107964;1;0.2 
instances/N200T15/N200T15P1W15SD_DF4.dat;456329.8350880003;459307.39263257256;1.148703057;1;0.2 
instances/N200T15/N200T15P1W15SD_DF5.dat;467495.3845910001;472576.830943268;1.181857316;1;0.2 
instances/N200T15/N200T15P1W15DD_SF1.dat;476196.00651499996;482195.023550538;1.145220731;1;0.2 
instances/N200T15/N200T15P1W15DD_SF2.dat;470762.32209500007;480119.68682863034;1.168659992;1;0.2 
instances/N200T15/N200T15P1W15DD_SF3.dat;477723.9164010001;481879.58923204;1.1615559;1;0.2 
instances/N200T15/N200T15P1W15DD_SF4.dat;456545.48771599995;461649.8484101423;1.237843637;1;0.2 
instances/N200T15/N200T15P1W15DD_SF5.dat;463888.07923199993;472398.1351160481;1.20764475;1;0.2 
instances/N200T15/N200T15P1W15DD_DF1.dat;456562.39279199997;459583.1092206141;1.186257068;1;0.2 
instances/N200T15/N200T15P1W15DD_DF2.dat;477696.7329569999;482857.66455837386;1.224053723;1;0.2 
instances/N200T15/N200T15P1W15DD_DF3.dat;456673.54919599975;461412.06715246174;1.152440339;1;0.2 
instances/N200T15/N200T15P1W15DD_DF4.dat;464300.7550549999;467452.3234794802;1.187656613;1;0.2 
instances/N200T15/N200T15P1W15DD_DF5.dat;449037.5433849999;456026.14836385386;1.148872382;1;0.2 
instances/N200T15/N200T15P1W20SD_SF1.dat;575667.5609019997;584193.9889223358;1.242822943;1;0.2 
instances/N200T15/N200T15P1W20SD_SF2.dat;507692.82788900024;518277.15816328;1.140288504;1;0.2 
instances/N200T15/N200T15P1W20SD_SF3.dat;551854.8510570001;559954.0568054742;1.243717757;1;0.2 
instances/N200T15/N200T15P1W20SD_SF4.dat;513638.357871;522085.42693313403;1.241496658;1;0.2 
instances/N200T15/N200T15P1W20SD_SF5.dat;552324.0496929999;562934.8132077674;1.192443065;1;0.2 
instances/N200T15/N200T15P1W20SD_DF1.dat;505769.39303900016;510142.538249722;1.224761297;1;0.2 
instances/N200T15/N200T15P1W20SD_DF2.dat;524402.5336809999;532449.4716225957;1.210283877;1;0.2 
instances/N200T15/N200T15P1W20SD_DF3.dat;510297.1820229998;515949.3900770282;1.152206606;1;0.2 
instances/N200T15/N200T15P1W20SD_DF4.dat;508195.7877280001;516073.1486025682;1.192288744;1;0.2 
instances/N200T15/N200T15P1W20SD_DF5.dat;504057.0060489996;507775.90208918153;1.171194292;1;0.2 
instances/N200T15/N200T15P1W20DD_SF1.dat;540452.414385;548707.9373060653;1.203318569;1;0.2 
instances/N200T15/N200T15P1W20DD_SF2.dat;540168.6772050001;546451.9480562459;1.202800271;1;0.2 
instances/N200T15/N200T15P1W20DD_SF3.dat;546380.5751990001;556971.3922946342;1.221899918;1;0.2 
instances/N200T15/N200T15P1W20DD_SF4.dat;516123.7096009999;526751.7063966051;1.205377768;1;0.2 
instances/N200T15/N200T15P1W20DD_SF5.dat;553266.722208;562359.0089718705;1.279067391;1;0.2 
instances/N200T15/N200T15P1W20DD_DF1.dat;497316.77926200005;502616.6024065741;1.172246577;1;0.2 
instances/N200T15/N200T15P1W20DD_DF2.dat;510936.2249739999;515080.24140161346;1.188493098;1;0.2 
instances/N200T15/N200T15P1W20DD_DF3.dat;503554.63535399997;508182.0932022077;1.231168307;1;0.2 
instances/N200T15/N200T15P1W20DD_DF4.dat;511515.6310019999;517615.9904592837;1.131824031;1;0.2 
instances/N200T15/N200T15P1W20DD_DF5.dat;494202.503672;500019.4739619199;1.179522579;1;0.2 
