instance;form;cap;capw;capr;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;2.0;1.75;1.5;469303.1957124498;469303.19571244984;1.2402996920807725e-14;49.65654015541077;16336;1 
instances/N100T15/N100T15P1W5DD_SF8.dat;esn;2.0;1.75;1.5;418256.7321985911;418450.2699177494;0.04625106806510673;1800.0142641067505;827880;0 
instances/N200T15/N200T15P1W5DD_SF8.dat;esn;2.0;1.75;1.5;523142.8824475812;523564.64012239897;0.08055503418243716;1800.0555319786072;199175;0 
instances/N50T30/N50T30P1W5DD_SF8.dat;esn;2.0;1.75;1.5;704817.0611196011;711808.4939885854;0.9822070020277687;1800.0304899215698;36042;0 
instances/N100T30/N100T30P1W5DD_SF8.dat;esn;2.0;1.75;1.5;922852.8315551232;949729.9367397055;2.8299734634929763;1803.341467142105;20876;0 
instances/N200T30/N200T30P1W5DD_SF8.dat;esn;2.0;1.75;1.5;1.0098930646643788e6;1.086310827451457e6;7.034613009092288;1800.0238621234894;8002;0 
