instance;form;bestboud;bestsol;gap;time;nodes
instances/N50T15/N50T15P1W5DD_SF6.dat;esn;518254.14937430865;518254.33639119985;3.608592887064547e-5;261.99047899246216;49646 
instances/N50T15/N50T15P1W5DD_SF7.dat;esn;537016.4656992998;537016.4656992999;2.1678166176029522e-14;124.96066498756409;61451 
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;566533.3390994;566533.3390994;0.0;92.07291102409363;40079 
instances/N50T15/N50T15P1W5DD_SF9.dat;esn;432407.0652855997;432407.0652856;8.076786748387919e-14;359.4708881378174;198886 
instances/N50T15/N50T15P1W5DD_SF10.dat;esn;554930.1949094998;554930.1949095001;4.195674443194435e-14;115.33587288856506;46241 
