NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;1;3;2;120;467085.1119523331;16.699132836000004
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;1;3;2;120;576293.9972849999;34.78265000300001
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;1;3;2;120;738012.2071760001;6.5140424800000005
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;1;3;2;120;816329.7954463331;11.110012128000001
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;1;3;2;120;438510.55513199774;10.410474157000001
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;1;3;2;120;591464.6355309999;38.235958007
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;1;3;2;120;954731.1274409981;41.534081837
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;1;3;2;120;1.0970947511663316e6;93.385941458
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;1;3;2;120;1.1792403629850016e6;31.172932643000003
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;1;3;2;120;1.2587861300339997e6;96.23711912499999
