NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;0;3;3;120;454235.6358079999;22.855007187000002
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;0;3;3;120;574572.7301360001;42.702903484
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;0;3;3;120;705454.5381870004;8.132756752
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;0;3;3;120;790409.3791393335;13.25414929
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;0;3;3;120;406325.29784899903;16.915776612
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;0;3;3;120;552111.7741539995;36.545241741
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;0;3;3;120;893365.1184270007;56.280586053
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;0;3;3;120;1.0221723569889995e6;98.44873066900001
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;0;3;3;120;1.1444690831169954e6;89.612185378
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;0;3;3;120;1.1508309695369964e6;101.210382522
