NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;0;2;3;120;492287.79870299995;16.476315849
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;0;2;3;120;626384.7608389999;45.939082485
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;0;2;3;120;816681.3829695;9.520174608
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;0;2;3;120;909865.0477586663;15.126312966999999
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;0;2;3;120;442072.7516179987;8.243584399
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;0;2;3;120;600631.2061689998;23.829434118
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;0;2;3;120;1.0255059814900003e6;57.294902142000005
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;0;2;3;120;1.1194561527083325e6;76.65046512599999
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;0;2;3;120;1.2443745673863727e6;87.10106756699999
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;0;2;3;120;1.259790977881995e6;98.347904686
