NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;0;4;3;120;451780.35451499996;34.945055566
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;0;4;3;120;575223.6438359998;44.521058763
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;0;4;3;120;703565.8828239995;8.158356507
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;0;4;3;120;791096.7519049996;16.169069714000003
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;0;4;3;120;406285.3698789987;24.684918600000003
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;0;4;3;120;552537.1928489998;45.542437023
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;0;4;3;120;899450.2558299969;79.892398517
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;0;4;3;120;1.017478279968333e6;92.024377242
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;0;4;3;120;1.1425639601459953e6;85.183661915
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;0;4;3;120;1.1531305402009934e6;87.41202389200001
