NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;1;3;3;120;463931.6018806666;27.662389057
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;1;3;3;120;582439.6560389998;42.296921084
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;1;3;3;120;739045.0426110004;8.808060521
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;1;3;3;120;812756.6458473336;19.847898036000004
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;1;3;3;120;439399.8258596662;16.525524381
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;1;3;3;120;592154.7115509999;54.566355243
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;1;3;3;120;952081.7469679967;52.031910134
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;1;3;3;120;1.094758353992994e6;98.06577042699999
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;1;3;3;120;1.1832083787580002e6;63.52074082199999
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;1;3;3;120;1.2508033627939953e6;103.01850499199999
