NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;1;4;2;120;463173.2044686666;38.875968470000004
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;1;4;2;120;578250.707797;45.623066628000004
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;1;4;2;120;737429.5748142862;5.877912059
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;1;4;2;120;819271.5702730002;14.129019463
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;1;4;2;120;439211.280751333;8.994551924
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;1;4;2;120;590213.4000329992;52.22955627899999
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;1;4;2;120;947876.2048839997;39.001373309
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;1;4;2;120;1.0940986731219974e6;93.176521287
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;1;4;2;120;1.1792403629850016e6;20.450388976
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;1;4;2;120;1.2513413006539964e6;95.59252725
