NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;4;2;120;505364.3279436666;44.007204210000005
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;1;4;2;120;627829.4901009998;61.04719898
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;1;4;2;120;851979.2032890001;10.607058681000002
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;1;4;2;120;940670.07972;30.086483713000003
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;4;2;120;475262.36306666606;28.970536774
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;1;4;2;120;637579.3945649995;66.336009681
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;1;4;2;120;1.0509183709659998e6;59.74216890100001
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;4;2;120;1.1900824795913287e6;92.840248219
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;1;4;2;120;1.3174174513809965e6;105.65331135099999
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;1;4;2;120;1.3613172953359976e6;96.15068329900001
