NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;0;4;4;120;490785.07096899976;25.119339795
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;0;4;4;120;623703.7788329998;60.962135169
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;0;4;4;120;816689.4892439996;10.673460729999999
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;0;4;4;120;905369.456741;44.105624594
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;0;4;4;120;443650.6869699991;40.991670932
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;0;4;4;120;605034.4338109998;62.122817993
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;0;4;4;120;1.0190777064762493e6;105.901284723
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;0;4;4;120;1.121545815198666e6;92.60772653800001
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;0;4;4;120;1.2383544406519956e6;92.17713406700001
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;0;4;4;120;1.2652203716609892e6;95.69890441199999
