NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;1;2;2;120;467628.1351623333;16.365268921
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;1;2;2;120;584218.7766639999;23.790190958
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;1;2;2;120;757941.5908860005;6.209438726999999
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;1;2;2;120;840210.4886546668;11.453541806
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;1;2;2;120;438621.933666;5.6821462270000005
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;1;2;2;120;601121.6791319989;28.098372542
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;1;2;2;120;961251.7152879982;21.951628502000002
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;1;2;2;120;1.1178655474983319e6;82.02103611700001
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;1;2;2;120;1.1792403629850016e6;7.527291846
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;1;2;2;120;1.2742213237109915e6;95.993065377
