NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;2;4;120;504299.83792166645;54.154119193999996
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;1;2;4;120;626267.9291920001;49.999457816
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;1;2;4;120;845207.1963526004;16.448520008000003
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;1;2;4;120;934692.6059640001;29.743259297000005
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;2;4;120;473277.19309533254;16.582265025
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;1;2;4;120;635998.2200059986;66.396462581
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;1;2;4;120;1.0504920905819968e6;68.884174456
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;2;4;120;1.1855807750836639e6;98.073091555
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;1;2;4;120;1.3289574324999982e6;104.797974289
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;1;2;4;120;1.3767996022649962e6;100.242481226
