NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;0;3;2;120;494056.26286633284;9.190283004
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;0;3;2;120;624794.4373249997;27.980823926
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;0;3;2;120;820970.0520100005;7.078415068999999
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;0;3;2;120;916441.4323839998;10.077031459
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;0;3;2;120;443767.9299033326;7.195648932999999
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;0;3;2;120;601132.0821579985;22.111623307
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;0;3;2;120;1.0157444814720005e6;38.105384427999994
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;0;3;2;120;1.1227670569003324e6;77.39681604699999
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;0;3;2;120;1.2479698507751648e6;79.41008940900001
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;0;3;2;120;1.2670622292699963e6;97.071355537
