NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;1;4;4;120;462058.4524266664;60.93504351000001
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;1;4;4;120;577564.3594109998;61.074119275
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;1;4;4;120;738158.3660120001;13.307054122
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;1;4;4;120;809352.8374593334;46.299199951999995
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;1;4;4;120;438081.3025329981;63.197879442
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;1;4;4;120;593672.4545109998;78.240471452
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;1;4;4;120;950971.9572129978;87.09233569599999
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;1;4;4;120;1.080159148264331e6;92.37988731800002
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;1;4;4;120;1.1838041116040004e6;84.43054075699999
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;1;4;4;120;1.2554886342729966e6;98.65774199
