NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;0;2;3;120;539280.3266150003;23.919377976000003
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.5;0;2;3;120;685697.4185579999;42.752907496
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.5;0;2;3;120;904756.998967;10.286137389
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.5;0;2;3;120;998185.9824369996;17.594340675999998
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;0;2;3;120;482336.77774899954;18.30833814
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.5;0;2;3;120;650924.5479769998;32.145557876
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.5;0;2;3;120;1.0905017082310007e6;48.086111334
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;0;2;3;120;1.2017749100759951e6;94.73051985100001
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.5;0;2;3;120;1.3494428487429963e6;106.331720816
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.5;0;2;3;120;1.3491549461510004e6;98.12743816
