NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;4;3;120;550061.6851919999;60.878354695
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.5;1;4;3;120;687496.4953069999;60.87646990699999
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.5;1;4;3;120;935490.3407240002;14.394784490000001
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.5;1;4;3;120;1.0224038729679999e6;38.565289840000005
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;4;3;120;515673.8550149988;61.815309656
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.5;1;4;3;120;688254.605864995;64.066958895
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.5;1;4;3;120;1.1362902837760006e6;92.487160647
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;4;3;120;1.2603037349079987e6;92.05411078300001
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.5;1;4;3;120;1.4058385613409942e6;100.45105686000001
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.5;1;4;3;120;1.4501166681869985e6;95.83826090199999
