NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;3;3;120;504926.5183696667;38.962924935
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;1;3;3;120;627925.6328639998;49.475294382
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;1;3;3;120;848802.8141280003;12.234679340000001
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;1;3;3;120;938696.6383576661;25.224936852
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;3;3;120;477767.19562166557;16.067522716
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;1;3;3;120;637417.7820089986;73.740633574
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;1;3;3;120;1.0495373327569966e6;53.350297471000005
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;3;3;120;1.1901351296179993e6;98.490774443
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;1;3;3;120;1.319018930225e6;108.654748064
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;1;3;3;120;1.369023109663995e6;99.78975732
