NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;2;3;120;506525.2160129999;40.059592753000004
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;1;2;3;120;629747.4678499999;44.516018515
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;1;2;3;120;851899.1014339998;13.051275570000001
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;1;2;3;120;940344.6708506668;21.085746979
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;2;3;120;473340.04373299953;12.616423026999998
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;1;2;3;120;639689.3107790002;45.184043011
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;1;2;3;120;1.0680328838820006e6;44.913015441
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;2;3;120;1.1928213608066663e6;99.52504165699999
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;1;2;3;120;1.3180104945470002e6;99.78017257599998
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;1;2;3;120;1.3710666639439976e6;101.65058781900001
