NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;4;2;120;550327.684203;40.391580076
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.5;1;4;2;120;692248.1328949997;61.09522126899999
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.5;1;4;2;120;935303.232762;9.064851844
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.5;1;4;2;120;1.0296044471199999e6;15.642166844
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;4;2;120;514595.332562999;16.432383431
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.5;1;4;2;120;689384.3342779999;50.021992901
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.5;1;4;2;120;1.1357835705440007e6;53.175117033999996
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;4;2;120;1.2672937576979976e6;94.516279398
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.5;1;4;2;120;1.4021716039429898e6;89.26305295200001
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.5;1;4;2;120;1.4494706844469958e6;94.639145918
