NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;0;4;2;120;453756.7726433332;21.466337372999998
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;0;4;2;120;574025.1595489997;28.289602216
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;0;4;2;120;706641.9637090003;7.690234815
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;0;4;2;120;794627.090484;10.026682498000001
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;0;4;2;120;407099.3548306654;19.686945897
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;0;4;2;120;551995.00072;21.381657377
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;0;4;2;120;898991.7665039995;55.06651666100001
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;0;4;2;120;1.0174584829288443e6;88.37012297999999
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;0;4;2;120;1.1342371506729992e6;68.980162226
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;0;4;2;120;1.157099851090994e6;98.098509381
