NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;2.0;0;2;4;120;453976.3868973332;33.296084268
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;2.0;0;2;4;120;578436.409194;45.048199689
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;2.0;0;2;4;120;704198.6850369996;13.126535406999999
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;2.0;0;2;4;120;786726.3219453334;19.223465325
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;2.0;0;2;4;120;406298.7722639993;20.943697091
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;2.0;0;2;4;120;554461.2516149998;45.252591050999996
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;2.0;0;2;4;120;895747.8965879988;59.593620329000004
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;0;2;4;120;1.0179961001119997e6;93.659272221
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;2.0;0;2;4;120;1.140781127286997e6;87.951930429
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;2.0;0;2;4;120;1.1641193765499955e6;100.84424098800001
