NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;4;3;120;503787.80383400014;60.985810236
instances/N50T15/N50T15P1W20SD_SF1.dat;50;15;20;1.75;1;4;3;120;626495.6743239997;49.375764096999994
instances/N50T30/N50T30P1W5SD_DF3.dat;50;30;5;1.75;1;4;3;120;850499.0243819999;15.708621431
instances/N50T30/N50T30P1W10DD_DF10.dat;50;30;10;1.75;1;4;3;120;932518.0174963328;25.388798253999997
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;4;3;120;473884.8268966662;38.802801785999996
instances/N100T15/N100T15P1W10SD_SF9.dat;100;15;10;1.75;1;4;3;120;637721.1198329995;62.993951243999994
instances/N100T30/N100T30P1W10SD_DF6.dat;100;30;10;1.75;1;4;3;120;1.0538872218219964e6;81.413808754
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;4;3;120;1.1897572679759995e6;91.828775508
instances/N200T30/N200T30P1W5SD_SF9.dat;200;30;5;1.75;1;4;3;120;1.317963936332415e6;105.64056975
instances/N200T30/N200T30P1W15DD_DF1.dat;200;30;15;1.75;1;4;3;120;1.366515685762996e6;94.78134651
