instance;form;cap;capw;capr;T;W;R;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF6.dat;esn;1.75;0.0;1.5;15;5;50;448208.4005536666;448208.4005536666;0.0;48.38849592208862;22920;1 
instances/N50T15/N50T15P1W5DD_SF7.dat;esn;1.75;0.0;1.5;15;5;50;466298.2283933835;466298.2283933835;0.0;96.67601203918457;23859;1 
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;1.75;0.0;1.5;15;5;50;492306.1218769999;492306.1218769999;0.0;37.551048040390015;17992;1 
instances/N50T15/N50T15P1W5DD_SF9.dat;esn;1.75;0.0;1.5;15;5;50;379763.04141466663;379763.04141466663;0.0;149.09244084358215;43872;1 
instances/N50T15/N50T15P1W5DD_SF10.dat;esn;1.75;0.0;1.5;15;5;50;488701.92065;488701.92065;0.0;74.03538680076599;37043;1 
