instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;2.0;0;4;2;120;406067.1298633324;3.2284742420000003
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;2.0;0;4;2;120;422406.5101709995;5.856808014
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;2.0;0;4;2;120;447014.0620619998;2.662088217
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;2.0;0;4;2;120;345512.91231133323;2.331455944
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;2.0;0;4;2;120;442450.88619199995;3.4691846199999996
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;2.0;0;4;2;120;438374.7186863308;6.275588215
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;2.0;0;4;2;120;420579.0254976661;10.291021418
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;2.0;0;4;2;120;429809.4076919999;3.6688309290000003
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;2.0;0;4;2;120;410863.0618449999;6.650249186999999
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;2.0;0;4;2;120;458517.19141033315;3.7405200180000002
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;2.0;0;4;2;120;479301.73299533327;11.505085908999998
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;2.0;0;4;2;120;447865.7974986665;15.796461872
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;2.0;0;4;2;120;465593.2773559998;12.278668127000001
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;2.0;0;4;2;120;449853.92237633327;13.298558922
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;2.0;0;4;2;120;465675.6248609999;13.223979092
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;2.0;0;4;2;120;500482.0997229999;23.427778744999998
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;2.0;0;4;2;120;523041.1483619999;36.328924244
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;2.0;0;4;2;120;522106.27154966653;23.488572636
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;2.0;0;4;2;120;470913.86033799994;21.815509641
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;2.0;0;4;2;120;560086.445027;28.460850179
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;2.0;0;4;2;120;683212.7834081997;10.743536343999999
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;2.0;0;4;2;120;688446.5307929998;16.796485146
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;2.0;0;4;2;120;665014.3980469996;10.948788138
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;2.0;0;4;2;120;855047.1429853337;8.403998837
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;2.0;0;4;2;120;723588.2468316663;11.53842695
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;2.0;0;4;2;120;914937.3657713332;39.007550237000004
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;2.0;0;4;2;120;904988.4582440001;31.31492896
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;2.0;0;4;2;120;832846.3261546666;31.992323093999996
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;2.0;0;4;2;120;936129.8920506667;29.039328443000002
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;2.0;0;4;2;120;883361.2987936664;23.363345659000004
instances/N50T30/N50T30P1W15DD_SF6.dat;50;30;15;2.0;0;4;2;120;980889.2730066665;60.463643563
instances/N50T30/N50T30P1W15DD_SF7.dat;50;30;15;2.0;0;4;2;120;918967.2536889999;46.559483658000005
instances/N50T30/N50T30P1W15DD_SF8.dat;50;30;15;2.0;0;4;2;120;965164.1103790001;45.589026001
instances/N50T30/N50T30P1W15DD_SF9.dat;50;30;15;2.0;0;4;2;120;844044.7720626664;71.03317392
instances/N50T30/N50T30P1W15DD_SF10.dat;50;30;15;2.0;0;4;2;120;965798.1061096666;52.119833990000004
instances/N50T30/N50T30P1W20DD_SF6.dat;50;30;20;2.0;0;4;2;120;890941.9185433331;62.30451597399999
instances/N50T30/N50T30P1W20DD_SF7.dat;50;30;20;2.0;0;4;2;120;1.0651266455886667e6;68.650548724
instances/N50T30/N50T30P1W20DD_SF8.dat;50;30;20;2.0;0;4;2;120;904593.2469899999;77.265810022
instances/N50T30/N50T30P1W20DD_SF9.dat;50;30;20;2.0;0;4;2;120;1.0481025347060007e6;55.97676233099999
instances/N50T30/N50T30P1W20DD_SF10.dat;50;30;20;2.0;0;4;2;120;1.0358161183990005e6;63.918925225
instances/N100T15/N100T15P1W5DD_SF6.dat;100;15;5;2.0;0;4;2;120;435152.43169166666;14.0822578
instances/N100T15/N100T15P1W5DD_SF7.dat;100;15;5;2.0;0;4;2;120;446597.627586;6.5741084480000005
instances/N100T15/N100T15P1W5DD_SF8.dat;100;15;5;2.0;0;4;2;120;406308.08636333194;9.413267828
instances/N100T15/N100T15P1W5DD_SF9.dat;100;15;5;2.0;0;4;2;120;499748.63500966574;12.888124888
instances/N100T15/N100T15P1W5DD_SF10.dat;100;15;5;2.0;0;4;2;120;450398.6441916653;13.216460187000001
instances/N100T15/N100T15P1W10DD_SF6.dat;100;15;10;2.0;0;4;2;120;469682.21182299923;27.976559367
instances/N100T15/N100T15P1W10DD_SF7.dat;100;15;10;2.0;0;4;2;120;535632.0905703327;41.434337606999996
instances/N100T15/N100T15P1W10DD_SF8.dat;100;15;10;2.0;0;4;2;120;533813.4651489999;34.557431671
instances/N100T15/N100T15P1W10DD_SF9.dat;100;15;10;2.0;0;4;2;120;498157.058581666;25.733074331999997
instances/N100T15/N100T15P1W10DD_SF10.dat;100;15;10;2.0;0;4;2;120;537760.8363279997;21.799388116000003
instances/N100T15/N100T15P1W15DD_SF6.dat;100;15;15;2.0;0;4;2;120;560331.4798276664;34.425063373
instances/N100T15/N100T15P1W15DD_SF7.dat;100;15;15;2.0;0;4;2;120;494323.33440999984;40.013219267000004
instances/N100T15/N100T15P1W15DD_SF8.dat;100;15;15;2.0;0;4;2;120;475706.65574833273;34.095714638000004
instances/N100T15/N100T15P1W15DD_SF9.dat;100;15;15;2.0;0;4;2;120;470935.75079033274;38.662706341
instances/N100T15/N100T15P1W15DD_SF10.dat;100;15;15;2.0;0;4;2;120;555082.3778769998;27.591753192000002
instances/N100T15/N100T15P1W20DD_SF6.dat;100;15;20;2.0;0;4;2;120;623655.9885299996;45.559577556
instances/N100T15/N100T15P1W20DD_SF7.dat;100;15;20;2.0;0;4;2;120;511599.65533499967;60.132213033999996
instances/N100T15/N100T15P1W20DD_SF8.dat;100;15;20;2.0;0;4;2;120;522792.21343766595;37.406989203
instances/N100T15/N100T15P1W20DD_SF9.dat;100;15;20;2.0;0;4;2;120;619546.8373099996;30.562068251
instances/N100T15/N100T15P1W20DD_SF10.dat;100;15;20;2.0;0;4;2;120;610944.1804459996;47.695139911
instances/N100T30/N100T30P1W5DD_SF6.dat;100;30;5;2.0;0;4;2;120;918282.4089829989;39.459662036
instances/N100T30/N100T30P1W5DD_SF7.dat;100;30;5;2.0;0;4;2;120;805284.2105616652;48.815901089
instances/N100T30/N100T30P1W5DD_SF8.dat;100;30;5;2.0;0;4;2;120;914524.3625076637;33.23203702000001
instances/N100T30/N100T30P1W5DD_SF9.dat;100;30;5;2.0;0;4;2;120;819600.3717466644;25.697710015000002
instances/N100T30/N100T30P1W5DD_SF10.dat;100;30;5;2.0;0;4;2;120;863134.5898516645;37.17930774
instances/N100T30/N100T30P1W10DD_SF6.dat;100;30;10;2.0;0;4;2;120;890104.0028753323;43.677056839
instances/N100T30/N100T30P1W10DD_SF7.dat;100;30;10;2.0;0;4;2;120;867204.2708863325;67.04671715399999
instances/N100T30/N100T30P1W10DD_SF8.dat;100;30;10;2.0;0;4;2;120;1.0148419520089978e6;57.784422794
instances/N100T30/N100T30P1W10DD_SF9.dat;100;30;10;2.0;0;4;2;120;1.0846045443553324e6;61.159526310000004
instances/N100T30/N100T30P1W10DD_SF10.dat;100;30;10;2.0;0;4;2;120;828118.8119469992;73.838030645
instances/N100T30/N100T30P1W15DD_SF6.dat;100;30;15;2.0;0;4;2;120;926948.3313669991;79.652188106
instances/N100T30/N100T30P1W15DD_SF7.dat;100;30;15;2.0;0;4;2;120;1.024752463109999e6;70.493225768
instances/N100T30/N100T30P1W15DD_SF8.dat;100;30;15;2.0;0;4;2;120;935224.600128999;80.491261156
instances/N100T30/N100T30P1W15DD_SF9.dat;100;30;15;2.0;0;4;2;120;1.0890045725659993e6;91.67370739299999
instances/N100T30/N100T30P1W15DD_SF10.dat;100;30;15;2.0;0;4;2;120;953890.2614463322;77.541663398
instances/N100T30/N100T30P1W20DD_SF6.dat;100;30;20;2.0;0;4;2;120;1.181206713623333e6;80.270657123
instances/N100T30/N100T30P1W20DD_SF7.dat;100;30;20;2.0;0;4;2;120;1.0595218482393322e6;92.186354704
instances/N100T30/N100T30P1W20DD_SF8.dat;100;30;20;2.0;0;4;2;120;1.0400749157023329e6;79.107634723
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;2.0;0;4;2;120;1.0174584829288443e6;88.03842079900001
instances/N100T30/N100T30P1W20DD_SF10.dat;100;30;20;2.0;0;4;2;120;1.1642317313296655e6;81.381891832
instances/N200T15/N200T15P1W5DD_SF6.dat;200;15;5;2.0;0;4;2;120;504360.7741573312;45.084117
instances/N200T15/N200T15P1W5DD_SF7.dat;200;15;5;2.0;0;4;2;120;499465.4519459982;51.190025621
instances/N200T15/N200T15P1W5DD_SF8.dat;200;15;5;2.0;0;4;2;120;517483.14360998094;55.72290374999999
instances/N200T15/N200T15P1W5DD_SF9.dat;200;15;5;2.0;0;4;2;120;514758.28177299997;46.361297973
instances/N200T15/N200T15P1W5DD_SF10.dat;200;15;5;2.0;0;4;2;120;443623.9016870001;43.875629303
instances/N200T15/N200T15P1W10DD_SF6.dat;200;15;10;2.0;0;4;2;120;528660.7821339946;64.493388495
instances/N200T15/N200T15P1W10DD_SF7.dat;200;15;10;2.0;0;4;2;120;579379.4538603321;37.459083674
instances/N200T15/N200T15P1W10DD_SF8.dat;200;15;10;2.0;0;4;2;120;568482.0916849979;64.756431447
instances/N200T15/N200T15P1W10DD_SF9.dat;200;15;10;2.0;0;4;2;120;595367.524374999;42.222958563
instances/N200T15/N200T15P1W10DD_SF10.dat;200;15;10;2.0;0;4;2;120;588990.3992283295;58.21922116
instances/N200T15/N200T15P1W15DD_SF6.dat;200;15;15;2.0;0;4;2;120;604894.2629943314;47.501845688
instances/N200T15/N200T15P1W15DD_SF7.dat;200;15;15;2.0;0;4;2;120;587036.1623526656;59.57986865099999
instances/N200T15/N200T15P1W15DD_SF8.dat;200;15;15;2.0;0;4;2;120;655192.8871199985;46.451026445000004
instances/N200T15/N200T15P1W15DD_SF9.dat;200;15;15;2.0;0;4;2;120;663578.1216503293;42.029652035000005
