instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;2.0;0;4;4;120;405526.63062499947;7.992065598000001
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;2.0;0;4;4;120;422186.7369576661;9.675279049
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;2.0;0;4;4;120;446973.77486799983;5.960865276999999
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;2.0;0;4;4;120;345016.4315333331;12.339670065
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;2.0;0;4;4;120;441243.16847199906;5.398403060000001
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;2.0;0;4;4;120;438849.58236499963;29.2481881
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;2.0;0;4;4;120;420064.0614380002;25.499916449
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;2.0;0;4;4;120;430840.5670956665;26.973927136
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;2.0;0;4;4;120;410771.769964;19.579648552
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;2.0;0;4;4;120;458604.95882066654;24.675665627
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;2.0;0;4;4;120;479746.0958893331;36.052157934
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;2.0;0;4;4;120;446284.3381393333;59.358400565
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;2.0;0;4;4;120;463628.3381313331;33.061514832
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;2.0;0;4;4;120;448514.5696889999;35.676091359000004
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;2.0;0;4;4;120;466828.3113220001;44.946775479
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;2.0;0;4;4;120;500142.8763659998;39.755732053
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;2.0;0;4;4;120;523577.9544629998;34.008102900000004
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;2.0;0;4;4;120;523542.41624899994;38.50498820599999
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;2.0;0;4;4;120;471097.0329596666;44.03448143800001
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;2.0;0;4;4;120;560319.5823860001;42.253330512
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;2.0;0;4;4;120;685322.8535059995;49.377905985000005
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;2.0;0;4;4;120;689711.0643109998;52.762736229000005
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;2.0;0;4;4;120;661842.2425249992;47.135374309999996
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;2.0;0;4;4;120;858060.3216603333;27.025481824000003
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;2.0;0;4;4;120;725286.5482040001;45.080420105
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;2.0;0;4;4;120;910367.0750016669;85.27027216100001
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;2.0;0;4;4;120;905653.5105609999;81.58200656399998
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;2.0;0;4;4;120;829770.9192696665;74.74695496
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;2.0;0;4;4;120;938209.0620669996;89.617147953
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;2.0;0;4;4;120;883535.7139513331;75.28426753299999
instances/N50T30/N50T30P1W15DD_SF6.dat;50;30;15;2.0;0;4;4;120;981376.0380073334;81.785031439
instances/N50T30/N50T30P1W15DD_SF7.dat;50;30;15;2.0;0;4;4;120;918918.2217639998;76.79975857599999
instances/N50T30/N50T30P1W15DD_SF8.dat;50;30;15;2.0;0;4;4;120;964021.7458570001;83.356403841
instances/N50T30/N50T30P1W15DD_SF9.dat;50;30;15;2.0;0;4;4;120;842991.2804453284;80.370496314
instances/N50T30/N50T30P1W15DD_SF10.dat;50;30;15;2.0;0;4;4;120;963019.947807;72.14369187400001
instances/N50T30/N50T30P1W20DD_SF6.dat;50;30;20;2.0;0;4;4;120;888932.0850929997;84.11584608300001
instances/N50T30/N50T30P1W20DD_SF7.dat;50;30;20;2.0;0;4;4;120;1.0586358193719995e6;78.067325381
instances/N50T30/N50T30P1W20DD_SF8.dat;50;30;20;2.0;0;4;4;120;897166.638482;79.24128472400001
instances/N50T30/N50T30P1W20DD_SF9.dat;50;30;20;2.0;0;4;4;120;1.0419227015213335e6;82.75721084800001
instances/N50T30/N50T30P1W20DD_SF10.dat;50;30;20;2.0;0;4;4;120;1.0274706641256665e6;78.309046256
instances/N100T15/N100T15P1W5DD_SF6.dat;100;15;5;2.0;0;4;4;120;437481.2410076661;35.323506259999995
instances/N100T15/N100T15P1W5DD_SF7.dat;100;15;5;2.0;0;4;4;120;447884.7559183331;18.665258552
instances/N100T15/N100T15P1W5DD_SF8.dat;100;15;5;2.0;0;4;4;120;406546.60067299864;28.72157052
instances/N100T15/N100T15P1W5DD_SF9.dat;100;15;5;2.0;0;4;4;120;500553.85139822867;44.418702057
instances/N100T15/N100T15P1W5DD_SF10.dat;100;15;5;2.0;0;4;4;120;450660.9061169992;36.231136006
instances/N100T15/N100T15P1W10DD_SF6.dat;100;15;10;2.0;0;4;4;120;470691.37964799907;68.972996936
instances/N100T15/N100T15P1W10DD_SF7.dat;100;15;10;2.0;0;4;4;120;535423.678793666;64.38711112
instances/N100T15/N100T15P1W10DD_SF8.dat;100;15;10;2.0;0;4;4;120;533576.6053709984;58.364193533
instances/N100T15/N100T15P1W10DD_SF9.dat;100;15;10;2.0;0;4;4;120;497456.6205833322;62.011172716
instances/N100T15/N100T15P1W10DD_SF10.dat;100;15;10;2.0;0;4;4;120;537035.982794999;62.02373767500001
instances/N100T15/N100T15P1W15DD_SF6.dat;100;15;15;2.0;0;4;4;120;560241.4577519996;62.352010984
instances/N100T15/N100T15P1W15DD_SF7.dat;100;15;15;2.0;0;4;4;120;494593.20485233294;62.381455298
instances/N100T15/N100T15P1W15DD_SF8.dat;100;15;15;2.0;0;4;4;120;475215.09894033294;62.379747167
instances/N100T15/N100T15P1W15DD_SF9.dat;100;15;15;2.0;0;4;4;120;470421.5104029997;61.760277628000004
instances/N100T15/N100T15P1W15DD_SF10.dat;100;15;15;2.0;0;4;4;120;554904.4825899996;62.618278997
instances/N100T15/N100T15P1W20DD_SF6.dat;100;15;20;2.0;0;4;4;120;622784.7627959996;61.529345903
instances/N100T15/N100T15P1W20DD_SF7.dat;100;15;20;2.0;0;4;4;120;510753.1289889993;62.257580809000004
instances/N100T15/N100T15P1W20DD_SF8.dat;100;15;20;2.0;0;4;4;120;524675.7460509998;62.988160433999994
instances/N100T15/N100T15P1W20DD_SF9.dat;100;15;20;2.0;0;4;4;120;618557.688062666;62.839076866000006
instances/N100T15/N100T15P1W20DD_SF10.dat;100;15;20;2.0;0;4;4;120;611151.3448216657;61.904050153
instances/N100T30/N100T30P1W5DD_SF6.dat;100;30;5;2.0;0;4;4;120;916508.5627710001;64.125712518
instances/N100T30/N100T30P1W5DD_SF7.dat;100;30;5;2.0;0;4;4;120;802537.752991332;79.59082513700001
