instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;1.75;0;2;2;120;447867.2869703331;6.112291664000001
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;1.75;0;2;2;120;466914.90792299935;4.212340952000001
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;1.75;0;2;2;120;494171.9215963333;2.4792312049999996
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;1.75;0;2;2;120;379142.61191000004;3.820280573
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;1.75;0;2;2;120;489512.7949299996;2.4357067600000004
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;1.75;0;2;2;120;480608.1219293332;3.9601191079999993
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;1.75;0;2;2;120;460065.78125666676;3.6707058519999998
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;1.75;0;2;2;120;472048.2783149999;3.878286121
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;1.75;0;2;2;120;450850.19946099987;3.5092148580000004
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;1.75;0;2;2;120;502083.6119603334;3.6208190259999995
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;1.75;0;2;2;120;524607.2482926666;4.08078416
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;1.75;0;2;2;120;485091.5340130001;6.887136299999999
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;1.75;0;2;2;120;506833.6446383331;9.359697956
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;1.75;0;2;2;120;487311.31238566653;6.767395507999999
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;1.75;0;2;2;120;508725.8589220001;8.462971427000001
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;1.75;0;2;2;120;547691.6453519999;9.268459554999998
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;1.75;0;2;2;120;575005.172879;10.031124072999999
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;1.75;0;2;2;120;569400.0889803333;9.890924701
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;1.75;0;2;2;120;515467.56036866666;11.902155471
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;1.75;0;2;2;120;614477.5925080001;10.562836012
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;1.75;0;2;2;120;790167.4347530003;8.752688170999999
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;1.75;0;2;2;120;790096.9086999997;9.197966790000002
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;1.75;0;2;2;120;765388.6742319998;9.719720823999998
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;1.75;0;2;2;120;994460.7826613333;8.028712598
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;1.75;0;2;2;120;834263.2070926668;9.616434469000003
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;1.75;0;2;2;120;1.0550065120902574e6;14.619673466000002
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;1.75;0;2;2;120;1.0341801529130001e6;11.238112810999999
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;1.75;0;2;2;120;948815.2045210004;14.06359748
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;1.75;0;2;2;120;1.0763657537433333e6;11.386148671
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;1.75;0;2;2;120;1.008761009818333e6;11.906622161999998
