instance;form;cap;capw;capr;T;W;R;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF6.dat;esn;2.0;0.0;2.0;15;5;50;405865.45113428263;405865.451146;2.8870101487521525e-9;197.98441410064697;79629;1 
instances/N50T15/N50T15P1W5DD_SF7.dat;esn;2.0;0.0;2.0;15;5;50;422080.50355174893;422080.50355174893;0.0;115.46696710586548;28993;1 
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;2.0;0.0;2.0;15;5;50;446628.08825133333;446628.08825133333;0.0;197.53717494010925;35328;1 
instances/N50T15/N50T15P1W5DD_SF9.dat;esn;2.0;0.0;2.0;15;5;50;345135.081365;345135.081365;0.0;332.5515868663788;63023;1 
instances/N50T15/N50T15P1W5DD_SF10.dat;esn;2.0;0.0;2.0;15;5;50;442462.061909;442462.061909;0.0;157.29656386375427;88318;1 
