instance;form;cap;capw;capr;T;W;R;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W20DD_SF1.dat;esn;1.5;0.0;0.0;15;20;50;602933.8408385741;609138.7516679971;1.0186366919576475;3600.012565135956;102725;0 
instances/N50T15/N50T15P1W20DD_SF2.dat;esn;1.5;0.0;0.0;15;20;50;594206.4086651185;597481.4439099988;0.5481400766939261;3600.014582157135;133506;0 
instances/N50T15/N50T15P1W20DD_SF3.dat;esn;1.5;0.0;0.0;15;20;50;653458.6131901867;658254.186131997;0.7285290458978899;3600.013116121292;152570;0 
instances/N50T15/N50T15P1W20DD_SF4.dat;esn;1.5;0.0;0.0;15;20;50;628236.6579389686;634898.0083729979;1.0492000835062862;3600.006655931473;145217;0 
instances/N50T15/N50T15P1W20DD_SF5.dat;esn;1.5;0.0;0.0;15;20;50;680212.9493084453;685327.4750319975;0.7462893156754616;3600.0162999629974;121206;0 
