instance;form;bestbound;bestsol;gap;time;numnodes;disablesolver
instances/N200T15/N200T15P1W5SD_SF1.dat;mc;420645.3482970004;420645.3482970004;0.0;35.96371912956238;15;0 
instances/N200T15/N200T15P1W5SD_SF2.dat;mc;407315.1592259999;407315.1592260003;1.000339950932675e-13;26.405587911605835;1;0 
instances/N200T15/N200T15P1W5SD_SF3.dat;mc;406324.4230259983;406324.4230259998;3.7246079683802655e-13;32.2246458530426;5;0 
instances/N200T15/N200T15P1W5SD_SF4.dat;mc;379656.8789509991;379656.8789510001;2.6063803670910393e-13;30.894479990005493;11;0 
instances/N200T15/N200T15P1W5SD_SF5.dat;mc;381081.4019950001;381081.4019950001;0.0;27.03823494911194;5;0 
instances/N200T15/N200T15P1W5SD_DF1.dat;mc;377125.39331699954;377125.39331700007;1.389110777223263e-13;5.2679760456085205;0;0 
instances/N200T15/N200T15P1W5SD_DF2.dat;mc;372435.21164799994;372435.21164799994;0.0;4.322831869125366;0;0 
instances/N200T15/N200T15P1W5SD_DF3.dat;mc;378604.4965490003;378604.4965490003;0.0;4.482083797454834;0;0 
instances/N200T15/N200T15P1W5SD_DF4.dat;mc;382711.6163979998;382711.6163979999;3.041854933033154e-14;4.937205076217651;0;0 
instances/N200T15/N200T15P1W5SD_DF5.dat;mc;383938.0038950001;383938.0038950001;0.0;5.191356897354126;0;0 
instances/N200T15/N200T15P1W5DD_SF1.dat;mc;389552.669416;389552.669416;0.0;27.155466079711914;5;0 
instances/N200T15/N200T15P1W5DD_SF2.dat;mc;392510.96914699906;392510.96914699906;0.0;24.618347883224487;5;0 
instances/N200T15/N200T15P1W5DD_SF3.dat;mc;401312.20137600065;401312.20137600065;0.0;17.85614013671875;3;0 
instances/N200T15/N200T15P1W5DD_SF4.dat;mc;409828.7824440002;409828.7824440002;0.0;27.503579139709473;5;0 
instances/N200T15/N200T15P1W5DD_SF5.dat;mc;400187.5131220001;400187.51312200015;1.4545096737119422e-14;26.66402792930603;5;0 
instances/N200T15/N200T15P1W5DD_DF1.dat;mc;378127.83105599985;378127.83105599985;0.0;34.2331600189209;3;0 
instances/N200T15/N200T15P1W5DD_DF2.dat;mc;382325.267744;382325.267744;0.0;94.47795295715332;3;0 
instances/N200T15/N200T15P1W5DD_DF3.dat;mc;365416.1595859998;365416.1595860001;7.96457126847018e-14;4.663891077041626;0;0 
instances/N200T15/N200T15P1W5DD_DF4.dat;mc;365944.4742999999;365944.4743;3.181229120882911e-14;4.4971208572387695;0;0 
instances/N200T15/N200T15P1W5DD_DF5.dat;mc;376180.45207600005;376180.45207600005;0.0;49.851704120635986;1;0 
instances/N200T15/N200T15P1W10SD_SF1.dat;mc;464423.2278100004;464423.2278100004;0.0;5.729430913925171;0;0 
instances/N200T15/N200T15P1W10SD_SF2.dat;mc;448500.16101000045;448500.16101000045;0.0;5.040297031402588;0;0 
instances/N200T15/N200T15P1W10SD_SF3.dat;mc;423470.54775599885;423470.54775599984;2.33671560105546e-13;6.066950082778931;0;0 
instances/N200T15/N200T15P1W10SD_SF4.dat;mc;416729.45329800015;416729.45329800015;0.0;4.89310622215271;0;0 
instances/N200T15/N200T15P1W10SD_SF5.dat;mc;430335.09049200005;430335.0904920007;1.487873715611029e-13;6.684661149978638;0;0 
instances/N200T15/N200T15P1W10SD_DF1.dat;mc;415483.7463159985;415483.74631599983;3.2222107672812124e-13;4.492189884185791;0;0 
instances/N200T15/N200T15P1W10SD_DF2.dat;mc;419805.94025099935;419805.940251;1.5251910672472107e-13;4.540301084518433;0;0 
instances/N200T15/N200T15P1W10SD_DF3.dat;mc;422595.6646449998;422595.6646449998;0.0;5.0442118644714355;0;0 
instances/N200T15/N200T15P1W10SD_DF4.dat;mc;422353.48267999984;422353.48268;4.1345221455817126e-14;4.578317880630493;0;0 
instances/N200T15/N200T15P1W10SD_DF5.dat;mc;431912.15765799803;431912.1576579999;4.3125554958465686e-13;4.335223913192749;0;0 
