instance;form;heursol;bestbound;bestsol;gap;time;numnodes;percfixed
instances/N100T15/N100T15P1W5SD_SF1.dat;randdpheurmc;298555.4475050001;282180.32545;282180.32545;0.0;3.879196882247925;1;46.542857142857144 
instances/N100T15/N100T15P1W5SD_SF2.dat;randdpheurmc;286476.71140699997;270480.038198;270480.038198;0.0;3.1890509128570557;1;48.66666666666667 
instances/N100T15/N100T15P1W5SD_SF3.dat;randdpheurmc;283411.3156480002;268974.39803200006;268974.39803200023;6.492178587183866e-14;3.2596070766448975;1;45.94285714285714 
instances/N100T15/N100T15P1W5SD_SF4.dat;randdpheurmc;287760.02898600016;271779.7348890001;271779.7348890001;0.0;3.330828905105591;1;44.53333333333334 
instances/N100T15/N100T15P1W5SD_SF5.dat;randdpheurmc;292209.09395500005;273474.42990700004;273474.42990700004;0.0;3.3998050689697266;1;50.34285714285714 
instances/N100T15/N100T15P1W5SD_DF1.dat;randdpheurmc;255482.56433300005;241604.65818499995;241604.65818499995;0.0;1.659574031829834;0;55.628571428571426 
instances/N100T15/N100T15P1W5SD_DF2.dat;randdpheurmc;261653.1017929999;246548.19709999982;246548.19709999996;5.902259841902066e-14;1.6619009971618652;0;53.88571428571428 
instances/N100T15/N100T15P1W5SD_DF3.dat;randdpheurmc;279382.36115599994;263464.10300599993;263464.10300599993;0.0;1.678614854812622;0;61.35238095238095 
instances/N100T15/N100T15P1W5SD_DF4.dat;randdpheurmc;261910.80343600007;245241.70133999985;245241.70133999985;0.0;2.834031820297241;1;54.285714285714285 
instances/N100T15/N100T15P1W5SD_DF5.dat;randdpheurmc;268238.60820500006;253407.129649;253407.1296490001;3.445502559108665e-14;2.008065938949585;1;56.53333333333334 
instances/N100T15/N100T15P1W5DD_SF1.dat;randdpheurmc;285534.150406;270359.11797799985;270359.11797799985;0.0;2.0862228870391846;0;55.9047619047619 
instances/N100T15/N100T15P1W5DD_SF2.dat;randdpheurmc;252912.95548799995;238886.19956099964;238886.199561;1.4619763139210724e-13;2.8929619789123535;1;53.419047619047625 
instances/N100T15/N100T15P1W5DD_SF3.dat;randdpheurmc;276752.07846600004;262360.2352299999;262360.2352299999;0.0;2.8422470092773438;1;54.733333333333334 
instances/N100T15/N100T15P1W5DD_SF4.dat;randdpheurmc;273373.22012899996;258109.05560899997;258109.05560900003;2.2551576416460204e-14;2.9714949131011963;1;57.8 
instances/N100T15/N100T15P1W5DD_SF5.dat;randdpheurmc;280839.31019799993;262490.6567409999;262490.656741;4.435027260486533e-14;1.9597418308258057;0;53.19047619047619 
instances/N100T15/N100T15P1W5DD_DF1.dat;randdpheurmc;264331.65336799994;250375.1827049999;250375.1827049999;0.0;1.7061607837677002;0;61.476190476190474 
instances/N100T15/N100T15P1W5DD_DF2.dat;randdpheurmc;267056.729162;253790.05125199995;253790.051252;2.293535961174077e-14;1.6949739456176758;0;63.714285714285715 
instances/N100T15/N100T15P1W5DD_DF3.dat;randdpheurmc;263628.887946;251816.74287500005;251816.74287500008;1.1557543840990996e-14;1.7692561149597168;0;66.36190476190477 
instances/N100T15/N100T15P1W5DD_DF4.dat;randdpheurmc;281750.716263;266196.89420399984;266196.894204;6.559918111087347e-14;1.6598150730133057;0;62.02857142857143 
instances/N100T15/N100T15P1W5DD_DF5.dat;randdpheurmc;278746.94277599995;265073.9478169998;265073.947817;6.587708229288429e-14;1.9516830444335938;1;61.69523809523809 
instances/N100T15/N100T15P1W10SD_SF1.dat;randdpheurmc;344385.2593370001;319680.10073700023;319680.10073700023;0.0;3.279592990875244;1;49.20952380952381 
instances/N100T15/N100T15P1W10SD_SF2.dat;randdpheurmc;324928.549441;300083.69644899946;300083.69644899946;0.0;3.807378053665161;1;45.19047619047619 
instances/N100T15/N100T15P1W10SD_SF3.dat;randdpheurmc;343002.32263599994;314120.02517099975;314120.02517100016;1.2971271926151888e-13;3.70375394821167;1;46.43809523809524 
instances/N100T15/N100T15P1W10SD_SF4.dat;randdpheurmc;339952.61113;316526.4917669999;316526.4917669999;0.0;3.5361130237579346;1;50.64761904761905 
instances/N100T15/N100T15P1W10SD_SF5.dat;randdpheurmc;296426.46305;274908.32858199964;274908.32858199964;0.0;2.1898250579833984;0;48.56190476190476 
instances/N100T15/N100T15P1W10SD_DF1.dat;randdpheurmc;311207.05876700004;293944.18367099995;293944.18367099995;0.0;1.9630379676818848;0;58.72380952380952 
instances/N100T15/N100T15P1W10SD_DF2.dat;randdpheurmc;304914.578939;286213.30912399973;286213.30912400037;2.2370876882274604e-13;2.0033929347991943;0;55.952380952380956 
instances/N100T15/N100T15P1W10SD_DF3.dat;randdpheurmc;315587.8771459999;289556.8329749995;289556.8329749999;1.4071628778639496e-13;1.7738280296325684;0;56.68571428571428 
instances/N100T15/N100T15P1W10SD_DF4.dat;randdpheurmc;307423.88033499994;285301.19588399987;285301.19588400004;6.120653725244172e-14;1.8001878261566162;0;55.03809523809524 
instances/N100T15/N100T15P1W10SD_DF5.dat;randdpheurmc;297279.79956099985;278405.8282409996;278405.82824099995;1.2544491891113796e-13;1.8234171867370605;0;54.44761904761904 
