instance;form;cap;capw;capr;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;1.5;0.0;0.0;537068.7138771133;537146.492336997;0.014479934430037627;1800.0099959373474;950292;0 
instances/N100T15/N100T15P1W5DD_SF8.dat;esn;1.5;0.0;0.0;478194.74512205936;478747.21223044075;0.11539850139439832;1800.0173361301422;217738;0 
instances/N200T15/N200T15P1W5DD_SF8.dat;esn;1.5;0.0;0.0;579139.4917216836;588192.2236292025;1.539077115243481;1800.0845530033112;20600;0 
instances/N50T30/N50T30P1W5DD_SF8.dat;esn;1.5;0.0;0.0;808351.5966009967;834561.5145094221;3.140561534739874;1800.0118420124054;17416;0 
instances/N100T30/N100T30P1W5DD_SF8.dat;esn;1.5;0.0;0.0;1.0767838607746114e6;1.1291153081008496e6;4.634730124619315;1800.027095079422;12059;0 
instances/N200T30/N200T30P1W5DD_SF8.dat;esn;1.5;0.0;0.0;1.1400859463381928e6;1.2341262666321583e6;7.619991797970137;1800.02854013443;5826;0 
