instance;form;cap;capw;capr;bestbound;bestsol;gap;time;nodes;opt
instances/N50T15/N50T15P1W5DD_SF8.dat;esn;1.5;2.0;2.0;556192.3654766666;556192.3654766666;0.0;648.4668231010437;338033;1 
instances/N100T15/N100T15P1W5DD_SF8.dat;esn;1.5;2.0;2.0;488530.89551483945;488890.5410841324;0.0735636178387534;1800.0118930339813;301655;0 
instances/N200T15/N200T15P1W5DD_SF8.dat;esn;1.5;2.0;2.0;588287.2303739565;595161.7291718649;1.1550639869727368;1800.017805814743;32029;0 
instances/N50T30/N50T30P1W5DD_SF8.dat;esn;1.5;2.0;2.0;843724.2259833761;863339.4152229507;2.272013636086466;1800.0211298465729;25697;0 
instances/N100T30/N100T30P1W5DD_SF8.dat;esn;1.5;2.0;2.0;1.113215904454184e6;1.1439515567655964e6;2.68679666806121;1800.023838043213;11803;0 
instances/N200T30/N200T30P1W5DD_SF8.dat;esn;1.5;2.0;2.0;1.1753629737490276e6;1.2416910373720345e6;5.341752628205027;1800.0474948883057;13036;0 
