instance,form_x,cap,capw,capr,T,W,R,bestbound,bestsol,gap,time,nodes,opt,form_y,bal,fixsizerf,freeintervalrf,maxtimerf,bestsolrf,timerf,fixsizefo,freeintervalfo,minroundsfo,maxtimefo,incfixfo,inchorfo,bestsolfo,timefo,rounds,gap_rffo,impr_fo_rf,impr_rffo_esls,dif,#inst<=,#inst<
instances/N50T30/N50T30P1W15DD_SF3.dat,esls,1.75,0.0,1.5,30.0,15.0,50.0,929197.8765066108,958243.7273616672,3.031154812255152,600.0071849822998,5323.0,0.0,rffoesls,1.0,3.0,2.0,60.0,961454.638467,56.013454004,3.0,2.0,2.0,600.0,0.0,1.0,960200.8821553332,600.0093870780003,10.0,3.2288041205639093,0.1304020243394806,-0.20424394522827843,-1957.1547936659772,0.0,0.0
instances/N50T30/N50T30P1W15DD_SF4.dat,esls,1.75,0.0,1.5,30.0,15.0,50.0,954279.2252605498,984408.544779333,3.0606519700148573,600.00923204422,4424.0,0.0,rffoesls,1.0,3.0,2.0,60.0,992326.096315,56.814513473000005,3.0,2.0,2.0,600.0,0.0,1.0,986007.0791373334,600.010547781,11.0,3.2178119760096062,0.6367883703887451,-0.16238525828305497,-1598.5343580003828,0.0,0.0
instances/N50T30/N50T30P1W15DD_SF5.dat,esls,1.75,0.0,1.5,30.0,15.0,50.0,956356.5290234904,988376.391026666,3.239642538397252,600.0060639381409,6471.0,0.0,rffoesls,1.0,3.0,2.0,60.0,988884.5672136666,57.755165647,3.0,2.0,2.0,600.0,0.0,1.0,987639.7298720002,600.00750579,8.0,3.1674708805572402,0.12588297794695835,0.07453245153910125,736.6611546658678,1.0,1.0
instances/N50T15/N50T15P1W20DD_SF1.dat,esls,1.75,0.0,1.5,15.0,20.0,50.0,562288.3203333333,562288.3203333333,0.0,104.31665086746216,66592.0,1.0,rffoesls,1.0,3.0,2.0,60.0,563085.1153846667,28.221580492,3.0,2.0,2.0,600.0,0.0,1.0,562288.3203333332,600.00808577,16.0,-2.0703848473665968e-14,0.1415052590742291,2.0703848473665962e-14,1.1641532182693481e-10,1.0,0.0
instances/N50T15/N50T15P1W20DD_SF2.dat,esls,1.75,0.0,1.5,15.0,20.0,50.0,550474.0833013334,550474.0833013334,0.0,263.0126779079437,208343.0,1.0,rffoesls,1.0,3.0,2.0,60.0,552874.9545006667,30.214144308,3.0,2.0,2.0,600.0,0.0,1.0,550474.0833013334,600.004725081,13.0,0.0,0.43425211791366225,0.0,0.0,1.0,0.0
instances/N50T15/N50T15P1W20DD_SF3.dat,esls,1.75,0.0,1.5,15.0,20.0,50.0,604804.8931766666,604804.8931766667,1.9248409386286047e-14,83.41811394691467,29967.0,1.0,rffoesls,1.0,3.0,2.0,60.0,606635.985267,25.542513622,3.0,2.0,2.0,600.0,0.0,1.0,604804.8931766667,600.0060479550002,15.0,1.9248409386286047e-14,0.3018436318985303,0.0,0.0,1.0,0.0
instances/N50T15/N50T15P1W20DD_SF4.dat,esls,1.75,0.0,1.5,15.0,20.0,50.0,583418.782977,583418.782977,0.0,44.121033906936646,21185.0,1.0,rffoesls,1.0,3.0,2.0,60.0,584068.6115359971,18.280043616,3.0,2.0,2.0,600.0,0.0,1.0,583418.7829770002,314.291761213,14.0,3.9907978701989846e-14,0.1112589422136498,-3.9907978701989865e-14,-2.3283064365386963e-10,1.0,0.0
instances/N50T15/N50T15P1W20DD_SF5.dat,esls,1.75,0.0,1.5,15.0,20.0,50.0,627212.4157873334,627212.4157873334,0.0,75.76914405822754,57991.0,1.0,rffoesls,1.0,3.0,2.0,60.0,629614.1820006666,25.856554914,3.0,2.0,2.0,600.0,0.0,1.0,627212.4157873334,527.712472813,17.0,0.0,0.3814663458979536,0.0,0.0,1.0,0.0
instances/N200T30/N200T30P1W10DD_SF1.dat,esls,1.75,0.0,2.0,30.0,10.0,200.0,1293654.6876781138,1457395.7624738186,11.23518257784466,600.0125730037689,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1588471.705952,68.039168658,3.0,2.0,2.0,600.0,0.0,1.0,1344246.821903,600.0235779749999,5.0,3.763604525637984,15.374833755860434,7.763775872296828,113148.94057081873,1.0,1.0
instances/N200T30/N200T30P1W10DD_SF2.dat,esls,1.75,0.0,2.0,30.0,10.0,200.0,1280187.7215801645,1542837.417929945,17.023809073945262,600.0148289203644,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1570040.3877359985,68.285929276,3.0,2.0,2.0,600.0,0.0,1.0,1333467.5296019977,600.019269429,4.0,3.995583457344155,15.067947294982606,13.570444033491421,209369.88832794735,1.0,1.0
