instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;2.0;1;2;2;120;431662.41248266667;2.91230618
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;2.0;1;2;2;120;455870.57018733304;3.0819485180000004
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;2.0;1;2;2;120;470501.3676353333;3.084896754
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;2.0;1;2;2;120;360185.66002733295;2.89912432
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;2.0;1;2;2;120;460778.538339;3.5146673219999998
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;2.0;1;2;2;120;462299.705111;17.798215788
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;2.0;1;2;2;120;432319.073683333;6.722821335000001
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;2.0;1;2;2;120;461550.58944633324;13.074461691000002
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;2.0;1;2;2;120;433992.720095;8.230957435
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;2.0;1;2;2;120;488316.467834;14.790632875
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;2.0;1;2;2;120;491219.9870846667;7.172714020999999
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;2.0;1;2;2;120;465601.920991;12.059488641
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;2.0;1;2;2;120;482240.4753729999;12.180803846000002
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;2.0;1;2;2;120;461904.0752276666;10.032481750000002
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;2.0;1;2;2;120;479361.3811399999;11.58761832
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;2.0;1;2;2;120;507462.9364589999;10.892168913
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;2.0;1;2;2;120;529496.016123;12.091232909
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;2.0;1;2;2;120;534014.3274519999;10.978010583
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;2.0;1;2;2;120;481007.92866133334;12.23643612
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;2.0;1;2;2;120;566705.075682;12.315020308
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;2.0;1;2;2;120;734930.9264209996;11.958524026
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;2.0;1;2;2;120;745922.1262799993;12.788108174000001
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;2.0;1;2;2;120;717820.619521;9.992780741
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;2.0;1;2;2;120;888470.751264;12.287315956
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;2.0;1;2;2;120;784722.7633626664;10.797756380000001
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;2.0;1;2;2;120;959928.4018163334;24.827476190999995
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;2.0;1;2;2;120;958062.4102589998;25.535112674999997
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;2.0;1;2;2;120;874924.3069896668;26.089405373000005
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;2.0;1;2;2;120;989174.7963176665;30.106185127
