instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;2.0;1;3;4;120;426250.8904603329;6.8868223650000004
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;2.0;1;3;4;120;448864.23933066614;6.301653994
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;2.0;1;3;4;120;465219.09734966676;12.752405198
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;2.0;1;3;4;120;356613.692998999;5.460925098999999
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;2.0;1;3;4;120;455102.01005099947;9.096523527
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;2.0;1;3;4;120;449192.12689366646;27.973777947
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;2.0;1;3;4;120;429870.2915263331;31.782058297
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;2.0;1;3;4;120;450850.19984775863;46.201356212
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;2.0;1;3;4;120;425710.9590309997;29.501449771
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;2.0;1;3;4;120;478357.5594386665;52.40331981800001
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;2.0;1;3;4;120;486134.6782413325;32.99156558
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;2.0;1;3;4;120;458170.4545870001;43.511886440000005
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;2.0;1;3;4;120;476413.0574293332;25.998255446
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;2.0;1;3;4;120;459068.70443466655;26.316248634
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;2.0;1;3;4;120;473746.2301799997;40.77425974
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;2.0;1;3;4;120;503315.677671;40.265307402
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;2.0;1;3;4;120;524109.4989019999;30.160585109
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;2.0;1;3;4;120;529365.1402409999;42.03474395
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;2.0;1;3;4;120;475864.5605233333;57.88729726
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;2.0;1;3;4;120;563025.9216730001;37.167667773
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;2.0;1;3;4;120;722469.6130600001;31.610440114
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;2.0;1;3;4;120;730031.4174419995;23.223264868
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;2.0;1;3;4;120;705605.8249769998;29.631055875
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;2.0;1;3;4;120;874847.7205126667;26.758113318
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;2.0;1;3;4;120;770224.0646603334;36.846398951999994
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;2.0;1;3;4;120;937721.7752603338;89.202868333
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;2.0;1;3;4;120;929817.1512170001;83.299350494
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;2.0;1;3;4;120;857661.4319806667;68.101868263
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;2.0;1;3;4;120;965440.6735586666;80.677338789
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;2.0;1;3;4;120;905749.8613356669;72.371848848
instances/N50T30/N50T30P1W15DD_SF6.dat;50;30;15;2.0;1;3;4;120;1.0007695589406667e6;88.049545399
instances/N50T30/N50T30P1W15DD_SF7.dat;50;30;15;2.0;1;3;4;120;950845.824695;90.118029631
instances/N50T30/N50T30P1W15DD_SF8.dat;50;30;15;2.0;1;3;4;120;987700.7308059995;95.658121587
instances/N50T30/N50T30P1W15DD_SF9.dat;50;30;15;2.0;1;3;4;120;864143.2934353333;87.28176992499999
instances/N50T30/N50T30P1W15DD_SF10.dat;50;30;15;2.0;1;3;4;120;983242.1931983334;76.860285147
instances/N50T30/N50T30P1W20DD_SF6.dat;50;30;20;2.0;1;3;4;120;898565.869269666;86.951380236
instances/N50T30/N50T30P1W20DD_SF7.dat;50;30;20;2.0;1;3;4;120;1.071032863916333e6;87.999340208
instances/N50T30/N50T30P1W20DD_SF8.dat;50;30;20;2.0;1;3;4;120;910960.2776266664;85.961390672
instances/N50T30/N50T30P1W20DD_SF9.dat;50;30;20;2.0;1;3;4;120;1.0472059942736672e6;85.827363365
instances/N50T30/N50T30P1W20DD_SF10.dat;50;30;20;2.0;1;3;4;120;1.0341766779066666e6;84.084552807
instances/N100T15/N100T15P1W5DD_SF6.dat;100;15;5;2.0;1;3;4;120;454049.553053333;54.078445974000005
instances/N100T15/N100T15P1W5DD_SF7.dat;100;15;5;2.0;1;3;4;120;470645.1953899982;48.378519926
instances/N100T15/N100T15P1W5DD_SF8.dat;100;15;5;2.0;1;3;4;120;424399.0890546652;21.339370699
instances/N100T15/N100T15P1W5DD_SF9.dat;100;15;5;2.0;1;3;4;120;528884.1136749994;67.97781989299999
instances/N100T15/N100T15P1W5DD_SF10.dat;100;15;5;2.0;1;3;4;120;473461.2681176654;53.314570194000005
instances/N100T15/N100T15P1W10DD_SF6.dat;100;15;10;2.0;1;3;4;120;510013.7156379991;74.746423372
instances/N100T15/N100T15P1W10DD_SF7.dat;100;15;10;2.0;1;3;4;120;566743.5304696655;74.931697308
instances/N100T15/N100T15P1W10DD_SF8.dat;100;15;10;2.0;1;3;4;120;567560.3654959998;73.81612903
instances/N100T15/N100T15P1W10DD_SF9.dat;100;15;10;2.0;1;3;4;120;528443.643587333;74.59812079
instances/N100T15/N100T15P1W10DD_SF10.dat;100;15;10;2.0;1;3;4;120;568709.5887759995;64.40281180699999
instances/N100T15/N100T15P1W15DD_SF6.dat;100;15;15;2.0;1;3;4;120;609932.4135056657;73.325795591
instances/N100T15/N100T15P1W15DD_SF7.dat;100;15;15;2.0;1;3;4;120;525582.1267829977;75.402391173
instances/N100T15/N100T15P1W15DD_SF8.dat;100;15;15;2.0;1;3;4;120;525583.2282303334;73.413621218
instances/N100T15/N100T15P1W15DD_SF9.dat;100;15;15;2.0;1;3;4;120;516927.73706195614;73.357873284
instances/N100T15/N100T15P1W15DD_SF10.dat;100;15;15;2.0;1;3;4;120;589194.5591999996;73.284860105
instances/N100T15/N100T15P1W20DD_SF6.dat;100;15;20;2.0;1;3;4;120;669496.6262569987;73.647996823
