instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;1.5;1;2;3;120;511133.04922699986;4.448138491000001
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;1.5;1;2;3;120;539354.8500699997;4.501609040000001
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;1.5;1;2;3;120;560235.4160879999;4.351506968
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;1.5;1;2;3;120;422977.200401;3.620585893
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;1.5;1;2;3;120;550102.744668;5.697428131
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;1.5;1;2;3;120;537072.423607;17.00457129
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;1.5;1;2;3;120;509276.27373400005;7.215928182
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;1.5;1;2;3;120;538667.9860360001;19.595092315
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;1.5;1;2;3;120;505852.149871;8.941136907000002
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;1.5;1;2;3;120;575351.226099;24.183431009
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;1.5;1;2;3;120;576229.744629;27.401085545
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;1.5;1;2;3;120;543823.117399;30.595277621999998
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;1.5;1;2;3;120;566719.0687819999;24.572368223999998
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;1.5;1;2;3;120;545473.497116;23.40688612
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;1.5;1;2;3;120;563278.0434330001;26.294843195
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;1.5;1;2;3;120;599693.7662709998;19.381374944999997
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;1.5;1;2;3;120;632756.7790900001;24.145035019
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;1.5;1;2;3;120;627255.1722299998;24.230079158000002
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;1.5;1;2;3;120;564789.604819;22.363313095
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;1.5;1;2;3;120;671332.2206680002;28.401398624
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;1.5;1;2;3;120;897233.4906269998;15.351563145
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;1.5;1;2;3;120;905896.7075109999;14.257756310000001
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;1.5;1;2;3;120;881761.411204;16.232076277
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;1.5;1;2;3;120;1.1052187030299997e6;16.323556730999996
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;1.5;1;2;3;120;957360.6561009998;13.832131303
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;1.5;1;2;3;120;1.1717297406690002e6;45.54619009600001
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;1.5;1;2;3;120;1.1556976196559982e6;49.309077857
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;1.5;1;2;3;120;1.0653634183589998e6;48.958540543999995
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;1.5;1;2;3;120;1.2031194985589995e6;46.583327194
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;1.5;1;2;3;120;1.124510598898e6;32.98041613
instances/N50T30/N50T30P1W15DD_SF6.dat;50;30;15;1.5;1;2;3;120;1.2227310882739997e6;77.060732953
instances/N50T30/N50T30P1W15DD_SF7.dat;50;30;15;1.5;1;2;3;120;1.1635467052279997e6;61.306807287
instances/N50T30/N50T30P1W15DD_SF8.dat;50;30;15;1.5;1;2;3;120;1.2102341020959998e6;55.651305584
instances/N50T30/N50T30P1W15DD_SF9.dat;50;30;15;1.5;1;2;3;120;1.05465037900803e6;65.964466856
instances/N50T30/N50T30P1W15DD_SF10.dat;50;30;15;1.5;1;2;3;120;1.208892023667e6;61.764747277999994
instances/N50T30/N50T30P1W20DD_SF6.dat;50;30;20;1.5;1;2;3;120;1.0849526097629997e6;78.629013499
instances/N50T30/N50T30P1W20DD_SF7.dat;50;30;20;1.5;1;2;3;120;1.3153127854009997e6;84.05585352500003
instances/N50T30/N50T30P1W20DD_SF8.dat;50;30;20;1.5;1;2;3;120;1.0890152370659998e6;77.64749707000001
instances/N50T30/N50T30P1W20DD_SF9.dat;50;30;20;1.5;1;2;3;120;1.2797501232810002e6;64.69811057500002
instances/N50T30/N50T30P1W20DD_SF10.dat;50;30;20;1.5;1;2;3;120;1.262616647465e6;81.576306678
instances/N100T15/N100T15P1W5DD_SF6.dat;100;15;5;1.5;1;2;3;120;534827.1098209999;17.911387567000002
instances/N100T15/N100T15P1W5DD_SF7.dat;100;15;5;1.5;1;2;3;120;551250.6105579996;10.030948214
instances/N100T15/N100T15P1W5DD_SF8.dat;100;15;5;1.5;1;2;3;120;498995.79155699926;11.502251108000001
instances/N100T15/N100T15P1W5DD_SF9.dat;100;15;5;1.5;1;2;3;120;620924.2129629994;13.323939583
instances/N100T15/N100T15P1W5DD_SF10.dat;100;15;5;1.5;1;2;3;120;561303.3136119993;16.197719342
instances/N100T15/N100T15P1W10DD_SF6.dat;100;15;10;1.5;1;2;3;120;589913.1936119999;53.738587114
instances/N100T15/N100T15P1W10DD_SF7.dat;100;15;10;1.5;1;2;3;120;664366.2356539993;59.094276482
instances/N100T15/N100T15P1W10DD_SF8.dat;100;15;10;1.5;1;2;3;120;663525.250272;45.431482049
instances/N100T15/N100T15P1W10DD_SF9.dat;100;15;10;1.5;1;2;3;120;614485.0408939994;50.240105314000004
instances/N100T15/N100T15P1W10DD_SF10.dat;100;15;10;1.5;1;2;3;120;664792.184657;42.725990034000006
instances/N100T15/N100T15P1W15DD_SF6.dat;100;15;15;1.5;1;2;3;120;708824.9103649997;69.70799934499999
instances/N100T15/N100T15P1W15DD_SF7.dat;100;15;15;1.5;1;2;3;120;607142.9156379991;66.285191503
instances/N100T15/N100T15P1W15DD_SF8.dat;100;15;15;1.5;1;2;3;120;611159.8603109999;61.213476328
instances/N100T15/N100T15P1W15DD_SF9.dat;100;15;15;1.5;1;2;3;120;592177.5581330002;63.967029136
instances/N100T15/N100T15P1W15DD_SF10.dat;100;15;15;1.5;1;2;3;120;682795.5818039998;57.120462372000006
instances/N100T15/N100T15P1W20DD_SF6.dat;100;15;20;1.5;1;2;3;120;772595.85766;62.814686279
instances/N100T15/N100T15P1W20DD_SF7.dat;100;15;20;1.5;1;2;3;120;639596.8668369999;52.829331128
instances/N100T15/N100T15P1W20DD_SF8.dat;100;15;20;1.5;1;2;3;120;650721.643676;61.223535227
instances/N100T15/N100T15P1W20DD_SF9.dat;100;15;20;1.5;1;2;3;120;780083.0222929999;55.230239328
instances/N100T15/N100T15P1W20DD_SF10.dat;100;15;20;1.5;1;2;3;120;744997.9572119995;61.986886266
instances/N100T30/N100T30P1W5DD_SF6.dat;100;30;5;1.5;1;2;3;120;1.1619185798069965e6;45.783862244
instances/N100T30/N100T30P1W5DD_SF7.dat;100;30;5;1.5;1;2;3;120;1.0366849671549993e6;43.79508158099999
instances/N100T30/N100T30P1W5DD_SF8.dat;100;30;5;1.5;1;2;3;120;1.164522142164598e6;56.127422168
instances/N100T30/N100T30P1W5DD_SF9.dat;100;30;5;1.5;1;2;3;120;1.0533423155259993e6;41.860885409000005
instances/N100T30/N100T30P1W5DD_SF10.dat;100;30;5;1.5;1;2;3;120;1.0900209301259993e6;49.032363081999996
